product_id,likelihood_to_recommend,number_of_reviews
B01N7P1GIL,14.285714285714285,1
B00PEXDZDM,14.285714285714285,2
B01J664VSA,14.285714285714285,2
B005NC9PP6,14.285714285714285,1
B00MBCMMBU,14.285714285714285,1
B004NCH6PS,14.285714285714285,1
B07KSP2VW8,14.285714285714285,2
B09YG3WP7Q,14.285714285714285,1
B09V4MMYMS,14.285714285714285,1
B07KWGNRL7,14.285714285714285,1
B00AUDAI0O,14.285714285714285,1
B00KFVYHZS,14.285714285714285,1
B08GS4SB7D,14.285714285714285,1
B0899K6LL3,14.285714285714285,1
B06XDX64FN,14.285714285714285,1
B09QJRK914,14.285714285714285,1
B06Y57J8KG,14.285714285714285,1
B01DK1Q8UQ,14.285714285714285,1
B00OBYMK22,14.285714285714285,1
B01MU9RPJK,14.285714285714285,1
B07FXP3HLQ,14.285714285714285,1
B000P4D86Y,14.285714285714285,1
B00HX9F1N2,14.285714285714285,1
B08TMGNR1N,14.285714285714285,1
B09FH495NF,14.285714285714285,1
B001DPRS6K,14.285714285714285,1
B07Q7ZK19G,14.285714285714285,2
B0002EJPAK,14.285714285714285,1
B01AEMUOE0,14.285714285714285,1
B00XRVPKR2,14.285714285714285,1
B08MQFV5H6,14.285714285714285,1
B00I3XG7U8,14.285714285714285,1
B08RS2VC22,14.285714285714285,1
B076LN583S,14.285714285714285,1
B011THAVRO,14.285714285714285,1
B00Y0CGK0I,14.285714285714285,1
B00E3LEIAK,14.285714285714285,1
B01BESHNCO,14.285714285714285,1
B00974Q96E,14.285714285714285,1
B00JVU1EC8,14.285714285714285,1
B001SN7V3W,14.285714285714285,1
B01HTLQYIE,14.285714285714285,1
B075TKTFPH,14.285714285714285,1
B07XQ7PRVY,14.285714285714285,1
B00HO18KAK,14.285714285714285,1
B0927JZDD9,14.285714285714285,1
B07Q3TV77S,14.285714285714285,4
B08KDX1RTW,14.285714285714285,1
B0888SXJW7,14.285714285714285,1
B07S69NPDW,14.285714285714285,1
B01KXFHLM6,14.285714285714285,1
B089B3K2GV,14.285714285714285,2
B0743TJ553,14.285714285714285,1
B076Q7MPV4,14.285714285714285,1
B087V4L5YK,14.285714285714285,1
B07Q36T1RB,14.285714285714285,1
B004FJNE5A,14.285714285714285,2
B07D9XD8YQ,14.285714285714285,1
B07X9Z1Z2X,14.285714285714285,1
B00J8HTS5Y,14.285714285714285,1
B00BEJZDYE,14.285714285714285,1
B001L9KM7K,14.285714285714285,3
B01M30CKBM,14.285714285714285,1
B00570QEZI,14.285714285714285,4
B00MH1PEK6,14.285714285714285,1
B00DGXLN22,14.285714285714285,1
B001CYA9MW,14.285714285714285,1
B00KEUT6BA,14.285714285714285,1
B07DHD4RGY,14.285714285714285,1
B00D9R0SEE,14.285714285714285,1
B078JP1YM8,14.285714285714285,1
B01F9A3XOK,14.285714285714285,1
B075MY7NQM,14.285714285714285,1
B07VV4B1B2,14.285714285714285,1
B08DYFB18X,14.285714285714285,1
B00HUKF7HO,14.285714285714285,1
B07WWFWZ3R,14.285714285714285,1
B00B20BN80,14.285714285714285,1
B07ZF78HBQ,14.285714285714285,1
B08TQM75J4,14.285714285714285,1
B08BHQSVBN,14.285714285714285,1
B085VNJF45,14.285714285714285,2
B01FF4ASTS,14.285714285714285,1
B0746KB9CK,14.285714285714285,1
B00OADZN5U,14.285714285714285,1
B00QW2CUGC,14.285714285714285,1
B00IRMEZTK,14.285714285714285,1
B074QTCFSL,14.285714285714285,1
B07NF5ZKLJ,14.285714285714285,1
B07KWSBT8Y,14.285714285714285,2
B08CGX9B5K,14.285714285714285,1
B08X9WB45P,14.285714285714285,1
B08DN7L3LD,14.285714285714285,1
B005BA2O44,14.285714285714285,1
B07M7P4264,14.285714285714285,3
B000IJV8ZY,14.285714285714285,5
B07MFZSNBM,14.285714285714285,1
B01HFLKO6G,14.285714285714285,1
B06XSTPW1Y,14.285714285714285,1
B07M7H6S8K,14.285714285714285,1
B071ZY9HZY,14.285714285714285,1
B07R291RQJ,14.285714285714285,1
B079KMKNKM,14.285714285714285,1
B01K496NA2,14.285714285714285,1
B074NZ85L8,14.285714285714285,1
B072TRDPPD,14.285714285714285,1
B00F3W1WI4,14.285714285714285,1
B000NO11HE,14.285714285714285,1
B08DHTLC5J,14.285714285714285,1
B014KPZCM6,14.285714285714285,1
B07H566DNB,14.285714285714285,1
B085XNQLFY,14.285714285714285,1
B07VYTRWPC,14.285714285714285,1
B082F4HCVG,14.285714285714285,1
B01LZGDNJF,14.285714285714285,1
B0722VJSY7,14.285714285714285,1
B07SC7ST9B,14.285714285714285,1
B01EDMEV9G,14.285714285714285,1
B09H1MY6L7,14.285714285714285,1
B01N1X27V7,14.285714285714285,1
B09887WNPY,14.285714285714285,1
B01K9COJZK,14.285714285714285,1
B00XYM3DXM,14.285714285714285,2
B01KVLJW0G,14.285714285714285,1
B015ZGPROW,14.285714285714285,1
B07SGHGZMG,14.285714285714285,1
B0131BTI98,14.285714285714285,1
B01G08QMAW,14.285714285714285,1
B08P4FK71L,14.285714285714285,1
B071QZMXT6,14.285714285714285,1
B08ZN4BQ16,14.285714285714285,1
B07TP6DFNM,14.285714285714285,1
B00JZEW3KC,14.285714285714285,1
B08GYG3JJK,14.285714285714285,1
B002ZNIGOW,14.285714285714285,1
B0B7N95ZCW,14.285714285714285,1
B007C8PUP8,14.285714285714285,3
B010JRV0UM,14.285714285714285,2
B07JLBM1B2,14.285714285714285,1
B00P8GLFK0,14.285714285714285,1
B00X6EGAYM,14.285714285714285,1
B075TY4JB6,14.285714285714285,1
B07ST9PVN5,14.285714285714285,1
B00B44ZVF0,14.285714285714285,1
B0966F9JZ1,14.285714285714285,1
B096K4PV1P,14.285714285714285,1
B07QNMVFQ5,14.285714285714285,1
B0002E582O,14.285714285714285,1
B01N4I7XHR,14.285714285714285,1
B06Y67YTRR,14.285714285714285,1
B01NH9O4C6,14.285714285714285,1
B00UNOSLYU,14.285714285714285,1
B000ML9S14,14.285714285714285,2
B079BJRSLG,14.285714285714285,1
B007O39HV4,14.285714285714285,1
B00GWH0VSG,14.285714285714285,1
B006I6FXUM,14.285714285714285,1
B017VJLMB8,14.285714285714285,1
B081SBD642,14.285714285714285,1
B071ZGD41C,14.285714285714285,1
B01LXCQBWB,14.285714285714285,1
B07BCKJCKT,14.285714285714285,1
B0B74R7G6Q,14.285714285714285,1
B07TRFLF5D,14.285714285714285,1
B01MAUTGXA,14.285714285714285,1
B07D9GDSR7,14.285714285714285,1
B00655HJJE,14.285714285714285,2
B01GDQ4ORE,14.285714285714285,1
B01DW1YCF2,14.285714285714285,1
B07SR8536M,14.285714285714285,1
B07QB25D97,14.285714285714285,1
B081KSD3BK,14.285714285714285,9
B07RKMTCC6,14.285714285714285,1
B0002GMDZC,14.285714285714285,1
B07D22C587,14.285714285714285,1
B01GQYXU14,14.285714285714285,1
B00FAD22O4,14.285714285714285,2
B071NRFQQF,14.285714285714285,1
B07563QS4B,14.285714285714285,1
B07GC3YZW6,14.285714285714285,1
B009BB7002,14.285714285714285,1
B078TKTMB4,14.285714285714285,1
B0BJDDXH5S,14.285714285714285,1
B082PG856V,14.285714285714285,2
B089LV464Q,14.285714285714285,1
B092RY6YZ8,14.285714285714285,1
B0812B26TN,14.285714285714285,1
B08738ZH94,14.285714285714285,1
B000RZKYDQ,14.285714285714285,1
B0845VY1G8,14.285714285714285,1
B07V4J7CX7,14.285714285714285,1
B07KPCPTJN,14.285714285714285,1
B00UBJRCB0,14.285714285714285,1
B010D43A22,14.285714285714285,1
B07JBXDGGQ,14.285714285714285,1
B0002F56HK,14.285714285714285,1
B07YHGT125,14.285714285714285,2
B0932J9PFV,14.285714285714285,1
B01IA9AIKO,14.285714285714285,1
B0821V7S6Y,14.285714285714285,1
B01MXDLW2G,14.285714285714285,1
B00CRHZ3L0,14.285714285714285,2
B00NMY0OP2,14.285714285714285,1
B07T3QLFFS,14.285714285714285,1
B0178HTJW2,14.285714285714285,1
B00G059BU4,14.285714285714285,2
B01J9BH4K4,14.285714285714285,1
B00LL7F23Q,14.285714285714285,2
B07B61FQ4F,14.285714285714285,2
B07CK347XD,14.285714285714285,1
B01BTN90Z2,14.285714285714285,1
B08JYGGVGL,14.285714285714285,1
B085S6Z1C6,14.285714285714285,1
B08888HXZK,14.285714285714285,2
B00HQQ66DQ,14.285714285714285,1
B07B6PZG4L,14.285714285714285,1
B08XZYPKM8,14.285714285714285,1
B083HDWFV3,14.285714285714285,1
B07H3QFJC5,14.285714285714285,1
B06XRBX542,14.285714285714285,1
B006E7X19A,14.285714285714285,1
B00MHI62KA,14.285714285714285,2
B01EJ1JEWK,14.285714285714285,1
B078NTM11S,14.285714285714285,2
B08XYQM7GK,14.285714285714285,2
B01BDZHH1K,14.285714285714285,1
B07XWJH3NV,14.285714285714285,1
B07KW4MDLJ,14.285714285714285,1
B083V21N5N,14.285714285714285,1
B08HN9D8YG,14.285714285714285,1
B01L2UKRW2,14.285714285714285,1
B08GFMRS6J,14.285714285714285,1
B005F196DQ,14.285714285714285,1
B07VQDQVQL,14.285714285714285,1
B085NJYXMH,14.285714285714285,1
B09DJ3SR4J,14.285714285714285,1
B00J8HPL6O,14.285714285714285,1
B000FKHLLQ,14.285714285714285,3
B00B76YVQK,14.285714285714285,1
B098R9JYP8,14.285714285714285,1
B018TEPDNM,14.285714285714285,1
B00IMOIINM,14.285714285714285,1
B08YJY5KMY,14.285714285714285,1
B0058YEISI,14.285714285714285,1
B07229R7PP,14.285714285714285,1
B0BVR5DVGV,14.285714285714285,1
B00ECV30FU,14.285714285714285,1
B073WDSTWH,14.285714285714285,1
B09Z5GS55T,14.285714285714285,1
B00L4JGDWK,14.285714285714285,1
B004BAAC2G,14.285714285714285,1
B00AYBL3GU,14.285714285714285,1
B07NM6WNVQ,14.285714285714285,1
B012IPHHA0,14.285714285714285,1
B07TM5FCSD,14.285714285714285,1
B07TP7V5R8,14.285714285714285,1
B01DJ4BYWQ,14.285714285714285,1
B08PB198GX,14.285714285714285,1
B08ZS2HY29,14.285714285714285,1
B08NPJL3PS,14.285714285714285,1
B07SK7889N,14.285714285714285,1
B08CX9PJXG,14.285714285714285,1
B01ICWJTLS,14.285714285714285,2
9895514107,14.285714285714285,1
B00NCDGHEA,14.285714285714285,1
B003AYNF3W,14.285714285714285,1
B008PETFX6,14.285714285714285,1
B006R66OQK,14.285714285714285,1
B07HYJ7GND,14.285714285714285,1
B08NFCKLYH,14.285714285714285,1
B08P4BVN3K,14.285714285714285,1
B0116UF5MU,14.285714285714285,1
B07HS1C2G7,14.285714285714285,1
B078BSDYPK,14.285714285714285,2
B00KA3UV0Q,14.285714285714285,1
B07V5LJFMV,14.285714285714285,1
B081S4HYMS,14.285714285714285,2
B08GP9FFZM,14.285714285714285,1
B093714GZ8,14.285714285714285,1
B08CKNSXJR,14.285714285714285,1
B00RYWSJKU,14.285714285714285,1
B06WP9L847,14.285714285714285,2
B00JQJKOAM,14.285714285714285,2
B07K37J5M7,14.285714285714285,2
B01L72UJE6,14.285714285714285,1
B01JO4GSY4,14.285714285714285,1
B07Z77RZBF,14.285714285714285,1
B09Q55SCX9,14.285714285714285,1
B08GCDG268,14.285714285714285,1
B0788FRV5L,14.285714285714285,1
B0111M1KJK,14.285714285714285,1
B00LMU9BAM,14.285714285714285,1
B017MU3OIU,14.285714285714285,1
B0811YRCSX,14.285714285714285,1
B00WTUIHGI,14.285714285714285,1
B089JPVNKP,14.285714285714285,1
B00QJH1QLU,14.285714285714285,1
B07JVX7437,14.285714285714285,2
B0BFWXQ9TW,14.285714285714285,1
B00JZY2XXO,14.285714285714285,1
B08K2P7M8P,14.285714285714285,2
B089LXFCV3,14.285714285714285,1
B00B73E5KA,14.285714285714285,1
B07B63CXG8,14.285714285714285,1
B08GYPNHS5,14.285714285714285,1
B0052OUVBC,14.285714285714285,1
B06X3Z67VN,14.285714285714285,1
B08TC6571Z,14.285714285714285,1
B007ODZQ6Y,14.285714285714285,1
B00F3T3CJ4,14.285714285714285,1
B085HJ52PB,14.285714285714285,1
B075J7LJFN,14.285714285714285,1
B00Q750E5S,14.285714285714285,1
B01N5P53VD,14.285714285714285,1
B098K443WM,14.285714285714285,1
B076VP2B52,14.285714285714285,1
B08NHBSM47,14.285714285714285,1
B06XDPN4R1,14.285714285714285,1
B003Q2EVUO,14.285714285714285,1
B07DPN7HP3,14.285714285714285,1
B07SLXRZFW,14.285714285714285,1
B0002ZPKEO,14.285714285714285,1
B0042SR4IW,14.285714285714285,1
B07XRGFNPV,14.285714285714285,2
B07234B7ZC,14.285714285714285,1
B01FLSSBB0,14.285714285714285,1
B07WFYWL23,14.285714285714285,1
B08HGJ8M4N,14.285714285714285,1
B0BP7CFBKY,14.285714285714285,1
B01M4G8JND,14.285714285714285,1
B08JTXCYB6,14.285714285714285,2
B09M9RX1WL,14.285714285714285,1
B00JUDZIR8,14.285714285714285,1
B01LAJP9LE,14.285714285714285,1
B09PFCL1CX,14.285714285714285,1
B08T67P2W4,14.285714285714285,1
B0010XSZ3A,14.285714285714285,2
B01K1I6EU0,14.285714285714285,1
B00V3Q9BJQ,14.285714285714285,1
B07KPLJDY3,14.285714285714285,1
B001DEEU8K,14.285714285714285,2
B01M66U0J0,14.285714285714285,1
B075V33DZ3,14.285714285714285,1
B07T6SMRQT,14.285714285714285,1
B00MGLBA3W,14.285714285714285,1
B00KBPR6PG,14.285714285714285,1
B085RTG59V,14.285714285714285,2
B0099HWLKC,14.285714285714285,1
B07B8L7Z6B,14.285714285714285,1
B0BJ951L8X,14.285714285714285,1
B07BR56P94,14.285714285714285,1
B08ZSFMSVJ,14.285714285714285,3
B084VKTXRZ,14.285714285714285,1
B07P8KZ8KW,14.285714285714285,1
B01CK96R6Y,14.285714285714285,1
B01LXB1KKC,14.285714285714285,1
B07NPWP7BV,14.285714285714285,1
B088WF7JJZ,14.285714285714285,1
B007Z1KJT4,14.285714285714285,1
B00YC0HE26,14.285714285714285,1
B082H2T91B,14.285714285714285,1
B01HMOE7MI,14.285714285714285,1
B0856XDC89,14.285714285714285,1
B01A4USPP2,14.285714285714285,1
B01FMY1UWK,14.285714285714285,1
B078X1MBVD,14.285714285714285,1
B07Z7BFLDG,14.285714285714285,1
B00GTVF6VC,14.285714285714285,1
B08KCHLZHK,14.285714285714285,1
B01MUC967L,14.285714285714285,2
B08JZHPGN6,14.285714285714285,1
B012VS7HP4,14.285714285714285,1
B0015R9MFG,14.285714285714285,1
B079B29RL4,14.285714285714285,1
B0746H72J7,14.285714285714285,2
B07TD9KPKJ,14.285714285714285,1
B0B4HM72CC,14.285714285714285,1
B07PM55T5C,14.285714285714285,2
B06X9XJN9Q,14.285714285714285,1
B017MHZH9C,14.285714285714285,2
B01C89KUXM,14.285714285714285,2
B00KF35JH6,14.285714285714285,1
B0741VV1WP,14.285714285714285,1
B084X9FS4G,14.285714285714285,1
B07DKXQKYX,14.285714285714285,1
B09H6XWD7C,14.285714285714285,1
B073TXMD31,14.285714285714285,1
B011EA89F2,14.285714285714285,1
B085G4B3ZR,14.285714285714285,1
B07C8XX5H4,14.285714285714285,1
B0871CTBCW,14.285714285714285,2
B075YCZMBR,14.285714285714285,1
B00RAWXS2S,14.285714285714285,1
B00HK1LQ28,14.285714285714285,1
B086T253M5,14.285714285714285,1
B078H5Z9HT,14.285714285714285,1
B00NZXMRY6,14.285714285714285,1
B007UCBXF2,14.285714285714285,3
B075FX14F8,14.285714285714285,1
B0186KTXFI,14.285714285714285,2
B01GOYBVAS,14.285714285714285,1
B07H2V7Y46,14.285714285714285,1
B01N9TGHHT,14.285714285714285,1
B07NHZJ3TR,14.285714285714285,1
B001SN7R4U,14.285714285714285,1
B07STD69X8,14.285714285714285,1
B005BGO1SA,14.285714285714285,1
B08QYQ2JQB,14.285714285714285,1
B015HFPY8U,14.285714285714285,1
B07H45GKZ7,14.285714285714285,1
B0170H7X2S,14.285714285714285,1
B07ZJ6K9R8,14.285714285714285,1
B07J1SKBQP,14.285714285714285,1
B07YYJGG71,14.285714285714285,1
B00GDPSOI6,14.285714285714285,3
B00YZCTDMK,14.285714285714285,1
B07PN4TG74,14.285714285714285,1
B01NCTD7L6,14.285714285714285,1
B06XKVNJWG,14.285714285714285,2
B00OPZI48Q,14.285714285714285,2
B07W6V4YWK,14.285714285714285,1
B001PRHRNU,14.285714285714285,1
B00IDD0AVU,14.285714285714285,1
B08QS4TNFM,14.285714285714285,1
B076KHXM6L,14.285714285714285,2
B00W0WZPRY,14.285714285714285,4
B01FB1UCNC,14.285714285714285,1
B00KEENG7Q,14.285714285714285,1
B072BD731V,14.285714285714285,1
B00ZRYMPHA,14.285714285714285,1
B018F3E7XE,14.285714285714285,1
B0177AY114,14.285714285714285,2
B074WMYKMR,14.285714285714285,1
B00SHK4FXS,14.285714285714285,1
B00KGRR85M,14.285714285714285,1
B01IAEZOL2,14.285714285714285,1
B01N9HAC9W,14.285714285714285,1
B00GFZ89FW,14.285714285714285,1
B07ZJ719S5,14.285714285714285,1
B077LVFWJV,14.285714285714285,1
B07Y4WVM73,14.285714285714285,1
B008B7VONG,14.285714285714285,3
B01HTHPMC2,14.285714285714285,1
B01GD30RQ4,14.285714285714285,1
B07KY9CY35,14.285714285714285,1
B07P8SDP7B,14.285714285714285,1
B01G4W2ZNC,14.285714285714285,2
B00IK3W62E,14.285714285714285,1
B00MGMX8UE,14.285714285714285,1
B00D8BPUNU,14.285714285714285,1
B074PNJVF6,14.285714285714285,7
B082ZQMSMG,14.285714285714285,1
B008UF4526,14.285714285714285,1
B07DD6NFCX,14.285714285714285,1
B0033PSGDC,14.285714285714285,1
B01H8O8YW6,14.285714285714285,1
B089KP8G6G,14.285714285714285,1
B018YBDK2G,14.285714285714285,2
B07B68DPMT,14.285714285714285,1
B004UJUSB8,14.285714285714285,1
B00E0CWNB8,14.285714285714285,1
B008YFVTU8,14.285714285714285,1
B098KSLGW8,14.285714285714285,1
B08STVT533,14.285714285714285,1
B07MJ2WWG1,14.285714285714285,1
B07YYL1ZRK,14.285714285714285,1
B00AWCT5IE,14.285714285714285,1
B08GFQ4KD6,14.285714285714285,1
B01607W0A4,14.285714285714285,2
B08G48P2CL,14.285714285714285,1
B09M36C64S,14.285714285714285,1
B07NWCV1V2,14.285714285714285,1
B082MSRXK5,14.285714285714285,1
B09KNWKD94,14.285714285714285,1
B084Q94CKL,14.285714285714285,1
B0089N777Y,14.285714285714285,1
B0759XKD2C,14.285714285714285,1
B01EJ03G16,14.285714285714285,2
B07211C9T7,14.285714285714285,2
B07VFJML4Z,14.285714285714285,1
B01FS7IK7E,14.285714285714285,1
B07MD4FLQP,14.285714285714285,1
B098NTMF8K,14.285714285714285,1
B01MY5OCDJ,14.285714285714285,1
B087RKYNNN,14.285714285714285,1
B00TJ2FDTI,14.285714285714285,1
B07Z7Y2CV2,14.285714285714285,1
B078TWXKHV,14.285714285714285,1
B01HSRBZGU,14.285714285714285,2
B07MNN3RXQ,14.285714285714285,1
B001E77KC4,14.285714285714285,1
B07K24YW7D,14.285714285714285,1
B07KHWXP48,14.285714285714285,1
B07WDDG2FJ,14.285714285714285,1
B08PFV7CLX,14.285714285714285,1
B01AXSV2T6,14.285714285714285,1
B00XJ1GAB0,14.285714285714285,1
B07G1G58KH,14.285714285714285,1
B07MC19JG2,14.285714285714285,1
B00WWV5PP0,14.285714285714285,2
B082LY6SWC,14.285714285714285,1
B09KB4FZ18,14.285714285714285,1
B06W2NJXL7,14.285714285714285,1
B0194839RO,14.285714285714285,1
B081N9ZSLJ,14.285714285714285,1
B083XRMNP5,14.285714285714285,1
B08K8FM87J,14.285714285714285,1
B00A0J145G,14.285714285714285,1
B07BF6CMMX,14.285714285714285,1
B075M1YHLB,14.285714285714285,1
B092HHNF2P,14.285714285714285,1
B00QW26WEI,14.285714285714285,1
B00OPO3TPU,14.285714285714285,1
B09SHCY3DX,14.285714285714285,1
B0006NDF6C,14.285714285714285,1
B0891XYC4M,14.285714285714285,1
B07B67FPZX,14.285714285714285,1
B094C2KNHM,14.285714285714285,1
B01NAQ6XCU,14.285714285714285,1
B001U5O8CU,14.285714285714285,1
B01ERLP3N6,14.285714285714285,1
B00HMJBD4Y,14.285714285714285,1
B08GYNH4S1,14.285714285714285,1
B075J7XWXK,14.285714285714285,1
B08G8GPL9W,14.285714285714285,1
B001GN56D6,14.285714285714285,1
B08Y6PR2JZ,14.285714285714285,1
B00B3NLKIY,14.285714285714285,1
B092R4H41H,14.285714285714285,1
B017LX5E0O,14.285714285714285,1
B08K41B227,14.285714285714285,4
B00W4QO1KS,14.285714285714285,1
B06WVXW771,14.285714285714285,1
B08QHKFH73,14.285714285714285,2
B088KXG4H5,14.285714285714285,2
B08LZLRVF8,14.285714285714285,1
B001UF42VW,14.285714285714285,1
B078T1BM7B,14.285714285714285,1
B07H4B475N,14.285714285714285,2
B01IPBA1F4,14.285714285714285,1
B07TVK8PBC,14.285714285714285,1
B07NP6QM1H,14.285714285714285,1
B01M0YCJM2,14.285714285714285,1
B07WLTMFDJ,14.285714285714285,1
B01NAG0EK3,14.285714285714285,2
B07BZ696RL,14.285714285714285,1
B07PS4347H,14.285714285714285,1
B004P7RDZY,14.285714285714285,2
B07PXYY3Y3,14.285714285714285,1
B07BN7JMX3,14.285714285714285,1
B00117YU2K,14.285714285714285,4
B07NP7TQFP,14.285714285714285,1
B000BVS7WQ,14.285714285714285,1
B08X3HRTLN,14.285714285714285,1
B07CMMGWCF,14.285714285714285,1
B074D3765K,14.285714285714285,1
B07BK3M8K1,14.285714285714285,1
B07DLW4K6W,14.285714285714285,1
B092RDFCNY,14.285714285714285,1
B07P74D8D5,14.285714285714285,1
B09LM46161,14.285714285714285,1
B01DZI2Q8C,14.285714285714285,1
B0857HCBF6,14.285714285714285,1
B07W6DCLSD,14.285714285714285,2
B0067S8IZ8,14.285714285714285,2
B07MQS9S2S,14.285714285714285,1
B01KVUGAQ6,14.285714285714285,1
B082K8SZPS,14.285714285714285,1
B00MXUJN7G,14.285714285714285,1
B086VHLWWV,14.285714285714285,1
B088LX6R4L,14.285714285714285,2
B08L89DPH4,14.285714285714285,1
B08MVJT7DY,14.285714285714285,1
B01N2U388A,14.285714285714285,1
B08G1SX1YF,14.285714285714285,1
B0775RQSFX,14.285714285714285,1
B07B4GYX4P,14.285714285714285,1
B00R0PQTB2,14.285714285714285,1
B09Z779B1T,14.285714285714285,1
B077HRFXBB,14.285714285714285,1
B0BVHDYRJX,14.285714285714285,1
B00XLQQAY0,14.285714285714285,1
B06XS6LGY1,14.285714285714285,1
B0034EN3Z8,14.285714285714285,1
B00YDZGKTI,14.285714285714285,1
B07KCBLXMS,14.285714285714285,1
B004UDLWFU,14.285714285714285,1
B00JTSKTW8,14.285714285714285,1
B081H833BG,14.285714285714285,1
B082544RX8,14.285714285714285,1
B07QPPYBZB,14.285714285714285,1
B01CZY0LKW,14.285714285714285,5
B00II9YY3Y,14.285714285714285,1
B07857154V,14.285714285714285,1
B00R99FLH2,14.285714285714285,1
B0001M1IAI,14.285714285714285,1
B07VWV6KWH,14.285714285714285,1
B01HQJHFD2,14.285714285714285,1
B07D6S5Y62,14.285714285714285,1
B00MCGOQ3C,14.285714285714285,2
B0998YYZVS,14.285714285714285,1
B01727VRWS,14.285714285714285,1
B0819CS9D7,14.285714285714285,2
B08T862CKZ,14.285714285714285,1
B07Z8BSZQ5,14.285714285714285,1
B00K8EAAIA,14.285714285714285,1
B08GJF6LGG,14.285714285714285,1
B07Z4QC82P,14.285714285714285,1
B00A6L0WI8,14.285714285714285,1
B08NJ9BRQV,14.285714285714285,1
B0975JCFM2,14.285714285714285,1
B08J2JGTY5,14.285714285714285,2
B071JVPMDX,14.285714285714285,1
B07G52YCJH,14.285714285714285,1
B089768BMW,14.285714285714285,1
B017OIZQQI,14.285714285714285,1
B01MXDMO9H,14.285714285714285,1
B01FIL4PJ2,14.285714285714285,1
B00HEW1B4Q,14.285714285714285,1
B07XM8BKRQ,14.285714285714285,1
B01LYNHHQE,14.285714285714285,1
B08T6H74VG,14.285714285714285,1
B07DCBNSSJ,14.285714285714285,1
B08P83K1N4,14.285714285714285,1
B01K6NXIAY,14.285714285714285,1
B073S4VQPG,14.285714285714285,1
B0058WE96Q,14.285714285714285,1
B0148DGDG4,14.285714285714285,1
B000CCUV6E,14.285714285714285,1
B08CMY5RX8,14.285714285714285,1
B00ENOOOSS,14.285714285714285,1
B06ZZWYPXP,14.285714285714285,1
B0896V1S3D,14.285714285714285,1
B07Z1JFYY3,14.285714285714285,1
B01MU731FU,14.285714285714285,1
B013PTJFS0,14.285714285714285,1
B08N6RJC8W,14.285714285714285,1
B07944B637,14.285714285714285,1
B071VMDYZR,14.285714285714285,1
B013RVG3LI,14.285714285714285,1
B00U15W6Q0,14.285714285714285,1
B00JLNWD8Y,14.285714285714285,1
B00PWOZDQU,14.285714285714285,1
B00GQV4MHY,14.285714285714285,1
B07QQ3QJZ4,14.285714285714285,1
B07JBCXFPL,14.285714285714285,2
B0B7ZRB3Y2,14.285714285714285,1
B07RJGPG8Q,14.285714285714285,1
B07JR5QM6T,14.285714285714285,1
B08K497M2M,14.285714285714285,1
B07RLLKGP4,14.285714285714285,1
B071WBM821,14.285714285714285,1
B000T5PPQA,14.285714285714285,2
B0BN1HRPSC,14.285714285714285,1
B000ZJTPLG,14.285714285714285,1
B08G5BPHLG,14.285714285714285,1
B06XQ6P54Z,14.285714285714285,2
B075WW3V4X,14.285714285714285,1
B08CSMJSZK,14.285714285714285,1
B074N1RCCJ,14.285714285714285,1
B01BTUFQIA,14.285714285714285,2
B0045XUU08,14.285714285714285,2
B08YJ41241,14.285714285714285,1
B07CWWPT4T,14.285714285714285,2
B00N20XYPS,14.285714285714285,1
B07CZ28S12,14.285714285714285,1
B07MWS4HRN,14.285714285714285,1
B07GHXX19J,14.285714285714285,1
B002KF1RRS,14.285714285714285,1
B08HHVP96L,14.285714285714285,1
B08L7G5GHC,14.285714285714285,1
B00JA4T7HE,14.285714285714285,2
B00WAIVUZE,14.285714285714285,1
B082W3Z9YK,14.285714285714285,2
B07DHJLFLJ,14.285714285714285,1
B00QZTB8F6,14.285714285714285,1
B087QKVHGV,14.285714285714285,1
B08F7FX3RJ,14.285714285714285,1
B00KVLD1TA,14.285714285714285,1
B08HMYKRCK,14.285714285714285,1
B01C5S07NO,14.285714285714285,1
B00KMIOKI8,14.285714285714285,1
B01N22WHOB,14.285714285714285,1
B07XJXK7CB,14.285714285714285,1
B07V7LQ95H,14.285714285714285,1
B084B4H72F,14.285714285714285,1
B000EEHKK0,14.285714285714285,1
B01HRIH1AE,14.285714285714285,1
B08SL8NPHR,14.285714285714285,2
B08P2MH3VT,14.285714285714285,1
B08FRLS1RW,14.285714285714285,1
B0756R14KF,14.285714285714285,1
B00J4VHTSW,14.285714285714285,1
B081JLFNCZ,14.285714285714285,1
B072QVZQMB,14.285714285714285,1
B08JTT7V5W,14.285714285714285,1
B008KEJ18A,14.285714285714285,1
B01LYWVKPW,14.285714285714285,1
B01DW6AIBO,14.285714285714285,1
B0734QVYDF,14.285714285714285,1
B07Q8RMDJJ,14.285714285714285,1
B01ENHMMB0,14.285714285714285,1
B074X56N95,14.285714285714285,1
B00O2Q8LPO,14.285714285714285,1
B00VBODQLY,14.285714285714285,1
B0186B1LQQ,14.285714285714285,1
B007MD8L4K,14.285714285714285,1
B01LEZVYZO,14.285714285714285,1
B0756QZYNY,14.285714285714285,1
B088F36S9C,14.285714285714285,1
B073RM388H,14.285714285714285,1
B07KT33XKQ,14.285714285714285,1
B07QKLTWY2,14.285714285714285,1
B07YWHCRY3,14.285714285714285,1
B00OZCRQFQ,14.285714285714285,1
B01IAIJF54,14.285714285714285,1
