parent_asin,overall_sentiment_score,total_reviews,positive_count,neutral_count,negative_count,% positive,% neutral,% negative
B00NK4CH18,0.5,6,4,1,1,66.66666666666666,16.666666666666664,16.666666666666664
B00NK65R5O,1.0,2,2,0,0,100.0,0.0,0.0
B00NKGAJYS,1.0,1,1,0,0,100.0,0.0,0.0
B00NKMX27S,1.0,2,2,0,0,100.0,0.0,0.0
B00NKPE5FS,1.0,1,1,0,0,100.0,0.0,0.0
B00NKVHFTK,0.0,1,0,1,0,0.0,100.0,0.0
B00NL00NG2,1.0,1,1,0,0,100.0,0.0,0.0
B00NL56PUK,1.0,1,1,0,0,100.0,0.0,0.0
B00NL5JW6E,0.6666666666666666,3,2,1,0,66.66666666666666,33.33333333333333,0.0
B00NL6ONY4,1.0,1,1,0,0,100.0,0.0,0.0
B00NLM91M2,0.0,1,0,1,0,0.0,100.0,0.0
B00NLMO122,0.0,1,0,1,0,0.0,100.0,0.0
B00NLNP71K,1.0,1,1,0,0,100.0,0.0,0.0
B00NM5A870,1.0,1,1,0,0,100.0,0.0,0.0
B00NM5ADZC,-1.0,1,0,0,1,0.0,0.0,100.0
B00NMEXXMS,1.0,1,1,0,0,100.0,0.0,0.0
B00NMEYUPM,0.0,2,1,0,1,50.0,0.0,50.0
B00NMFUVZE,0.2727272727272727,33,20,2,11,60.60606060606061,6.0606060606060606,33.33333333333333
B00NMLFRXY,1.0,2,2,0,0,100.0,0.0,0.0
B00NMLGQJI,1.0,1,1,0,0,100.0,0.0,0.0
B00NMN3TZU,1.0,1,1,0,0,100.0,0.0,0.0
B00NMNL196,1.0,2,2,0,0,100.0,0.0,0.0
B00NMNLNLM,1.0,4,4,0,0,100.0,0.0,0.0
B00NMNN8GK,0.5,2,1,1,0,50.0,50.0,0.0
B00NMUON1C,0.5,2,1,1,0,50.0,50.0,0.0
B00NMVMYDK,-1.0,1,0,0,1,0.0,0.0,100.0
B00NN1N61S,1.0,1,1,0,0,100.0,0.0,0.0
B00NN2RNWK,0.0,2,1,0,1,50.0,0.0,50.0
B00NN3RCAM,1.0,1,1,0,0,100.0,0.0,0.0
B00NN4PZY6,1.0,1,1,0,0,100.0,0.0,0.0
B00NN883TQ,-1.0,1,0,0,1,0.0,0.0,100.0
B00NNCFL1A,-1.0,1,0,0,1,0.0,0.0,100.0
B00NNISYYK,1.0,1,1,0,0,100.0,0.0,0.0
B00NNJP8K2,1.0,1,1,0,0,100.0,0.0,0.0
B00NNKWDI6,1.0,1,1,0,0,100.0,0.0,0.0
B00NNLG1QU,1.0,1,1,0,0,100.0,0.0,0.0
B00NNLK5LW,0.0,2,1,0,1,50.0,0.0,50.0
B00NNLURMY,1.0,1,1,0,0,100.0,0.0,0.0
B00NNLYTFU,1.0,1,1,0,0,100.0,0.0,0.0
B00NNTZWSU,1.0,1,1,0,0,100.0,0.0,0.0
B00NNU928U,1.0,1,1,0,0,100.0,0.0,0.0
B00NO3BW48,1.0,1,1,0,0,100.0,0.0,0.0
B00NO5O22A,0.0,1,0,1,0,0.0,100.0,0.0
B00NO8P8XO,1.0,1,1,0,0,100.0,0.0,0.0
B00NOAA7ZG,1.0,1,1,0,0,100.0,0.0,0.0
B00NOAUFB2,-1.0,1,0,0,1,0.0,0.0,100.0
B00NOHZY8Y,1.0,1,1,0,0,100.0,0.0,0.0
B00NOIH0FI,1.0,1,1,0,0,100.0,0.0,0.0
B00NOLC4XI,1.0,1,1,0,0,100.0,0.0,0.0
B00NOT9KY6,1.0,1,1,0,0,100.0,0.0,0.0
B00NOW3GS4,1.0,1,1,0,0,100.0,0.0,0.0
B00NP1D1BG,1.0,1,1,0,0,100.0,0.0,0.0
B00NP4XLJA,-1.0,1,0,0,1,0.0,0.0,100.0
B00NP5F5KW,1.0,1,1,0,0,100.0,0.0,0.0
B00NP5U2SW,1.0,1,1,0,0,100.0,0.0,0.0
B00NP6DFJ4,1.0,1,1,0,0,100.0,0.0,0.0
B00NP8GYVS,1.0,3,3,0,0,100.0,0.0,0.0
B00NP91GII,1.0,1,1,0,0,100.0,0.0,0.0
B00NPAMDQ6,0.7777777777777778,9,7,2,0,77.77777777777779,22.22222222222222,0.0
B00NPAT86E,-1.0,1,0,0,1,0.0,0.0,100.0
B00NPD9SBG,0.6666666666666666,3,2,1,0,66.66666666666666,33.33333333333333,0.0
B00NPEY9BE,0.8,5,4,1,0,80.0,20.0,0.0
B00NPGIVHU,-1.0,1,0,0,1,0.0,0.0,100.0
B00NPKX1X0,-1.0,1,0,0,1,0.0,0.0,100.0
B00NPMK550,0.0,1,0,1,0,0.0,100.0,0.0
B00NPRD0D4,1.0,1,1,0,0,100.0,0.0,0.0
B00NPU6BH8,1.0,1,1,0,0,100.0,0.0,0.0
B00NPW35ES,0.0,1,0,1,0,0.0,100.0,0.0
B00NPX8QVE,0.6666666666666666,6,5,0,1,83.33333333333334,0.0,16.666666666666664
B00NPZHMB2,1.0,1,1,0,0,100.0,0.0,0.0
B00NPZNT50,0.0,1,0,1,0,0.0,100.0,0.0
B00NQ1O9NY,-1.0,1,0,0,1,0.0,0.0,100.0
B00NQ2CCOQ,0.2857142857142857,7,4,1,2,57.14285714285714,14.285714285714285,28.57142857142857
B00NQ2HAKM,1.0,1,1,0,0,100.0,0.0,0.0
B00NQ6OYUC,1.0,2,2,0,0,100.0,0.0,0.0
B00NQ6V8SI,1.0,1,1,0,0,100.0,0.0,0.0
B00NQBSU6G,-1.0,1,0,0,1,0.0,0.0,100.0
B00NQTU6OC,0.0,1,0,1,0,0.0,100.0,0.0
B00NR5NN3Q,1.0,1,1,0,0,100.0,0.0,0.0
B00NR60B1W,1.0,1,1,0,0,100.0,0.0,0.0
B00NRBFT1E,1.0,1,1,0,0,100.0,0.0,0.0
B00NRGDF7O,0.6666666666666666,3,2,1,0,66.66666666666666,33.33333333333333,0.0
B00NRH15U2,1.0,1,1,0,0,100.0,0.0,0.0
B00NS37FLS,1.0,1,1,0,0,100.0,0.0,0.0
B00NS4EDS0,0.0,2,1,0,1,50.0,0.0,50.0
B00NS76420,1.0,1,1,0,0,100.0,0.0,0.0
B00NS81RCG,-1.0,1,0,0,1,0.0,0.0,100.0
B00NSDYQ88,1.0,1,1,0,0,100.0,0.0,0.0
B00NSELL2Q,-0.3333333333333333,3,1,0,2,33.33333333333333,0.0,66.66666666666666
B00NSEM1AC,-1.0,1,0,0,1,0.0,0.0,100.0
B00NSETFQK,1.0,1,1,0,0,100.0,0.0,0.0
B00NSFWN3Q,1.0,1,1,0,0,100.0,0.0,0.0
B00NSJYXVM,-1.0,1,0,0,1,0.0,0.0,100.0
B00NSQPTUY,-1.0,1,0,0,1,0.0,0.0,100.0
B00NSU0X4W,1.0,1,1,0,0,100.0,0.0,0.0
B00NSWJ9WW,1.0,1,1,0,0,100.0,0.0,0.0
B00NSWOZQ2,1.0,1,1,0,0,100.0,0.0,0.0
B00NT0AR7E,0.8333333333333334,6,5,1,0,83.33333333333334,16.666666666666664,0.0
B00NTBJH9C,1.0,1,1,0,0,100.0,0.0,0.0
B00NTGY8XC,1.0,1,1,0,0,100.0,0.0,0.0
B00NTGYFE4,1.0,1,1,0,0,100.0,0.0,0.0
B00NTJXXW6,-1.0,1,0,0,1,0.0,0.0,100.0
B00NTMC2J8,1.0,1,1,0,0,100.0,0.0,0.0
B00NTR45M0,-1.0,1,0,0,1,0.0,0.0,100.0
B00NTS14BE,1.0,2,2,0,0,100.0,0.0,0.0
B00NTS14C8,1.0,1,1,0,0,100.0,0.0,0.0
B00NTS14FA,1.0,1,1,0,0,100.0,0.0,0.0
B00NU6DP9E,1.0,1,1,0,0,100.0,0.0,0.0
B00NU843X4,1.0,2,2,0,0,100.0,0.0,0.0
B00NU93AD2,1.0,1,1,0,0,100.0,0.0,0.0
B00NUAXRGG,-1.0,1,0,0,1,0.0,0.0,100.0
B00NUM1G5S,1.0,1,1,0,0,100.0,0.0,0.0
B00NUM6OQE,1.0,3,3,0,0,100.0,0.0,0.0
B00NV1HGJ8,1.0,1,1,0,0,100.0,0.0,0.0
B00NV1S5I4,-1.0,1,0,0,1,0.0,0.0,100.0
B00NV5W9CI,1.0,1,1,0,0,100.0,0.0,0.0
B00NV5X66Q,1.0,1,1,0,0,100.0,0.0,0.0
B00NV60M76,1.0,1,1,0,0,100.0,0.0,0.0
B00NV67B7U,-1.0,1,0,0,1,0.0,0.0,100.0
B00NV6A3P2,1.0,1,1,0,0,100.0,0.0,0.0
B00NV6VGY4,0.0,2,1,0,1,50.0,0.0,50.0
B00NV702XO,-1.0,1,0,0,1,0.0,0.0,100.0
B00NVFG18G,1.0,1,1,0,0,100.0,0.0,0.0
B00NVH15YO,0.0,1,0,1,0,0.0,100.0,0.0
B00NVJA96M,0.0,2,1,0,1,50.0,0.0,50.0
B00NVMH8FY,0.0,1,0,1,0,0.0,100.0,0.0
B00NVNT12G,1.0,1,1,0,0,100.0,0.0,0.0
B00NVO2UXC,1.0,1,1,0,0,100.0,0.0,0.0
B00NVPTWXM,0.8333333333333334,6,5,1,0,83.33333333333334,16.666666666666664,0.0
B00NVRQGHA,0.75,4,3,1,0,75.0,25.0,0.0
B00NVRVN8C,-1.0,1,0,0,1,0.0,0.0,100.0
B00NVSI2HQ,-0.5,2,0,1,1,0.0,50.0,50.0
B00NVSOVM6,-1.0,1,0,0,1,0.0,0.0,100.0
B00NVY0962,1.0,1,1,0,0,100.0,0.0,0.0
B00NW3F6T2,1.0,2,2,0,0,100.0,0.0,0.0
B00NW584DK,1.0,1,1,0,0,100.0,0.0,0.0
B00NW5HSFK,1.0,1,1,0,0,100.0,0.0,0.0
B00NWIXG80,0.0,1,0,1,0,0.0,100.0,0.0
B00NWJ1FLO,-1.0,1,0,0,1,0.0,0.0,100.0
B00NWJA830,1.0,1,1,0,0,100.0,0.0,0.0
B00NWJAFUQ,1.0,1,1,0,0,100.0,0.0,0.0
B00NWJC8I8,1.0,1,1,0,0,100.0,0.0,0.0
B00NWNE6IY,0.0,1,0,1,0,0.0,100.0,0.0
B00NWTSKAS,1.0,1,1,0,0,100.0,0.0,0.0
B00NWU1S6U,1.0,1,1,0,0,100.0,0.0,0.0
B00NWUF8Q6,1.0,1,1,0,0,100.0,0.0,0.0
B00NX10N46,1.0,2,2,0,0,100.0,0.0,0.0
B00NX14J46,0.0,2,0,2,0,0.0,100.0,0.0
B00NX6LZXO,1.0,1,1,0,0,100.0,0.0,0.0
B00NX9CMZ6,1.0,1,1,0,0,100.0,0.0,0.0
B00NXDEC7I,1.0,1,1,0,0,100.0,0.0,0.0
B00NXHOOS6,1.0,1,1,0,0,100.0,0.0,0.0
B00NXPM6KQ,1.0,1,1,0,0,100.0,0.0,0.0
B00NXTESFI,0.0,1,0,1,0,0.0,100.0,0.0
B00NXTEXM6,1.0,1,1,0,0,100.0,0.0,0.0
B00NY9K7WA,1.0,1,1,0,0,100.0,0.0,0.0
B00NY9N1PU,1.0,1,1,0,0,100.0,0.0,0.0
B00NY9V63E,1.0,3,3,0,0,100.0,0.0,0.0
B00NYCSVHK,1.0,1,1,0,0,100.0,0.0,0.0
B00NYGJY4U,0.0,1,0,1,0,0.0,100.0,0.0
B00NYOWBNI,-1.0,1,0,0,1,0.0,0.0,100.0
B00NYPST74,0.5,4,3,0,1,75.0,0.0,25.0
B00NZ44U9A,0.0,1,0,1,0,0.0,100.0,0.0
B00NZBWNF6,0.0,1,0,1,0,0.0,100.0,0.0
B00NZM4L0A,1.0,1,1,0,0,100.0,0.0,0.0
B00NZMZJ9M,1.0,1,1,0,0,100.0,0.0,0.0
B00NZPY3GY,0.0,2,1,0,1,50.0,0.0,50.0
B00NZQCJ82,-1.0,1,0,0,1,0.0,0.0,100.0
B00NZRL3ZQ,0.5,2,1,1,0,50.0,50.0,0.0
B00NZUK3E0,1.0,1,1,0,0,100.0,0.0,0.0
B00NZXME0S,0.0,1,0,1,0,0.0,100.0,0.0
B00NZXMRY6,-1.0,1,0,0,1,0.0,0.0,100.0
B00O0CK2UM,0.0759493670886076,79,38,9,32,48.10126582278481,11.39240506329114,40.50632911392405
B00O0R2MB4,0.0,1,0,1,0,0.0,100.0,0.0
B00O17QTUS,-1.0,1,0,0,1,0.0,0.0,100.0
B00O17WQRS,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B00O18V26S,1.0,1,1,0,0,100.0,0.0,0.0
B00O1FV2IO,-1.0,1,0,0,1,0.0,0.0,100.0
B00O1H68EU,0.0,1,0,1,0,0.0,100.0,0.0
B00O1SEO1S,0.0,1,0,1,0,0.0,100.0,0.0
B00O1X2316,1.0,1,1,0,0,100.0,0.0,0.0
B00O1YE1R4,1.0,1,1,0,0,100.0,0.0,0.0
B00O27PRXM,0.0,1,0,1,0,0.0,100.0,0.0
B00O28BUZK,1.0,1,1,0,0,100.0,0.0,0.0
B00O28FIVW,1.0,1,1,0,0,100.0,0.0,0.0
B00O29V59K,1.0,1,1,0,0,100.0,0.0,0.0
B00O2AH85E,1.0,1,1,0,0,100.0,0.0,0.0
B00O2BBC3W,1.0,1,1,0,0,100.0,0.0,0.0
B00O2CBW72,-1.0,1,0,0,1,0.0,0.0,100.0
B00O2CF24Q,1.0,2,2,0,0,100.0,0.0,0.0
B00O2CTW74,1.0,1,1,0,0,100.0,0.0,0.0
B00O2OEEFC,1.0,1,1,0,0,100.0,0.0,0.0
B00O2OG5HM,1.0,1,1,0,0,100.0,0.0,0.0
B00O2PWL88,1.0,1,1,0,0,100.0,0.0,0.0
B00O2Q0F08,-1.0,1,0,0,1,0.0,0.0,100.0
B00O2Q3BQ8,0.0,1,0,1,0,0.0,100.0,0.0
B00O2Q5NJG,1.0,1,1,0,0,100.0,0.0,0.0
B00O2Q5XVE,-1.0,1,0,0,1,0.0,0.0,100.0
B00O2Q8KH8,0.0,1,0,1,0,0.0,100.0,0.0
B00O2Q8LPO,-1.0,1,0,0,1,0.0,0.0,100.0
B00O2QAPYO,0.8333333333333334,6,5,1,0,83.33333333333334,16.666666666666664,0.0
B00O2QI8SY,1.0,1,1,0,0,100.0,0.0,0.0
B00O3316JO,-0.5,2,0,1,1,0.0,50.0,50.0
B00O33DK7K,-1.0,1,0,0,1,0.0,0.0,100.0
B00O33E2WW,1.0,2,2,0,0,100.0,0.0,0.0
B00O33FU0A,1.0,3,3,0,0,100.0,0.0,0.0
B00O34SF06,0.0,1,0,1,0,0.0,100.0,0.0
B00O35KSWS,1.0,1,1,0,0,100.0,0.0,0.0
B00O3BE6ZW,1.0,1,1,0,0,100.0,0.0,0.0
B00O3C285Q,1.0,1,1,0,0,100.0,0.0,0.0
B00O3CRM6G,1.0,1,1,0,0,100.0,0.0,0.0
B00O3DXC64,1.0,1,1,0,0,100.0,0.0,0.0
B00O3MQ8XE,1.0,1,1,0,0,100.0,0.0,0.0
B00O4D92ZI,0.5,4,3,0,1,75.0,0.0,25.0
B00O4E9U0O,1.0,1,1,0,0,100.0,0.0,0.0
B00O4GF3L2,0.0,1,0,1,0,0.0,100.0,0.0
B00O4O2GP0,1.0,1,1,0,0,100.0,0.0,0.0
B00O4OTHB6,1.0,1,1,0,0,100.0,0.0,0.0
B00O59UTBW,0.5,6,4,1,1,66.66666666666666,16.666666666666664,16.666666666666664
B00O5B7RCE,1.0,1,1,0,0,100.0,0.0,0.0
B00O5CRJQM,1.0,1,1,0,0,100.0,0.0,0.0
B00O5EKZ9I,0.5,2,1,1,0,50.0,50.0,0.0
B00O5EL4MA,1.0,1,1,0,0,100.0,0.0,0.0
B00O5ELHIG,1.0,1,1,0,0,100.0,0.0,0.0
B00O5ELJ66,1.0,1,1,0,0,100.0,0.0,0.0
B00O5INA1Y,-1.0,1,0,0,1,0.0,0.0,100.0
B00O5LGB94,0.0,1,0,1,0,0.0,100.0,0.0
B00O5OANYK,-1.0,1,0,0,1,0.0,0.0,100.0
B00O5UFMX6,1.0,1,1,0,0,100.0,0.0,0.0
B00O6EYR1E,1.0,1,1,0,0,100.0,0.0,0.0
B00O6FFBVI,1.0,1,1,0,0,100.0,0.0,0.0
B00O6KT5HO,0.0,2,0,2,0,0.0,100.0,0.0
B00O6N6W8Q,-1.0,1,0,0,1,0.0,0.0,100.0
B00O6YAKN8,1.0,1,1,0,0,100.0,0.0,0.0
B00O6ZZCEY,1.0,1,1,0,0,100.0,0.0,0.0
B00O72J3OG,-1.0,2,0,0,2,0.0,0.0,100.0
B00O72KXEA,1.0,1,1,0,0,100.0,0.0,0.0
B00O75AWI4,-1.0,1,0,0,1,0.0,0.0,100.0
B00O75GIIM,-1.0,1,0,0,1,0.0,0.0,100.0
B00O77NTDC,-1.0,1,0,0,1,0.0,0.0,100.0
B00O7L2BO6,1.0,1,1,0,0,100.0,0.0,0.0
B00O7MTL6G,1.0,1,1,0,0,100.0,0.0,0.0
B00O7U6I0A,1.0,4,4,0,0,100.0,0.0,0.0
B00O7V83GG,1.0,2,2,0,0,100.0,0.0,0.0
B00O7Y456K,1.0,1,1,0,0,100.0,0.0,0.0
B00O80WKHO,1.0,1,1,0,0,100.0,0.0,0.0
B00O86L54W,1.0,1,1,0,0,100.0,0.0,0.0
B00O87DSY6,1.0,1,1,0,0,100.0,0.0,0.0
B00O8B9X0U,1.0,2,2,0,0,100.0,0.0,0.0
B00O8FAKVW,1.0,1,1,0,0,100.0,0.0,0.0
B00O8M8C9M,0.0,1,0,1,0,0.0,100.0,0.0
B00O8NSDRC,0.0,1,0,1,0,0.0,100.0,0.0
B00O8U3ZI2,1.0,2,2,0,0,100.0,0.0,0.0
B00O8XQTBE,1.0,1,1,0,0,100.0,0.0,0.0
B00O913L20,1.0,1,1,0,0,100.0,0.0,0.0
B00O9142SC,0.5,2,1,1,0,50.0,50.0,0.0
B00O92P0KU,0.6666666666666666,12,10,0,2,83.33333333333334,0.0,16.666666666666664
B00O95N1EE,1.0,1,1,0,0,100.0,0.0,0.0
B00O972MCO,1.0,1,1,0,0,100.0,0.0,0.0
B00O9AWG0Y,1.0,1,1,0,0,100.0,0.0,0.0
B00O9N4ZFU,1.0,3,3,0,0,100.0,0.0,0.0
B00O9X8ZJC,-0.5,2,0,1,1,0.0,50.0,50.0
B00O9Y40XG,0.0,1,0,1,0,0.0,100.0,0.0
B00O9ZF20A,1.0,1,1,0,0,100.0,0.0,0.0
B00OA01YYC,1.0,1,1,0,0,100.0,0.0,0.0
B00OA1YS8A,1.0,1,1,0,0,100.0,0.0,0.0
B00OAAUBU0,1.0,1,1,0,0,100.0,0.0,0.0
B00OABBGZ8,-1.0,1,0,0,1,0.0,0.0,100.0
B00OADZN5U,1.0,1,1,0,0,100.0,0.0,0.0
B00OAKX526,1.0,2,2,0,0,100.0,0.0,0.0
B00OANR5DS,1.0,1,1,0,0,100.0,0.0,0.0
B00OARIFVA,1.0,1,1,0,0,100.0,0.0,0.0
B00OAZKQMS,0.0,1,0,1,0,0.0,100.0,0.0
B00OB1YETM,1.0,1,1,0,0,100.0,0.0,0.0
B00OB70BR0,1.0,1,1,0,0,100.0,0.0,0.0
B00OBJO8N6,1.0,1,1,0,0,100.0,0.0,0.0
B00OBRHGXM,1.0,1,1,0,0,100.0,0.0,0.0
B00OBWDQZO,0.5,2,1,1,0,50.0,50.0,0.0
B00OBWEGQC,1.0,1,1,0,0,100.0,0.0,0.0
B00OC8J1U6,1.0,1,1,0,0,100.0,0.0,0.0
B00OC97P12,0.0,1,0,1,0,0.0,100.0,0.0
B00OCA9ZGY,1.0,1,1,0,0,100.0,0.0,0.0
B00OCAA3T2,1.0,1,1,0,0,100.0,0.0,0.0
B00OCC844Q,1.0,1,1,0,0,100.0,0.0,0.0
B00OCDCN56,1.0,1,1,0,0,100.0,0.0,0.0
B00OCDDEZ4,1.0,1,1,0,0,100.0,0.0,0.0
B00OCUIBG4,1.0,2,2,0,0,100.0,0.0,0.0
B00OD1RC8A,1.0,1,1,0,0,100.0,0.0,0.0
B00OD5K1E8,-1.0,1,0,0,1,0.0,0.0,100.0
B00ODBTQ70,1.0,1,1,0,0,100.0,0.0,0.0
B00ODM020Y,1.0,1,1,0,0,100.0,0.0,0.0
B00ODR6NI4,1.0,1,1,0,0,100.0,0.0,0.0
B00ODV5S5E,1.0,1,1,0,0,100.0,0.0,0.0
B00OE7UPR8,1.0,1,1,0,0,100.0,0.0,0.0
B00OE8OS02,1.0,1,1,0,0,100.0,0.0,0.0
B00OEFGIU8,1.0,1,1,0,0,100.0,0.0,0.0
B00OEPQR1S,1.0,1,1,0,0,100.0,0.0,0.0
B00OESXG64,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B00OFOX4C8,1.0,1,1,0,0,100.0,0.0,0.0
B00OFP85AS,-1.0,1,0,0,1,0.0,0.0,100.0
B00OG187HC,1.0,1,1,0,0,100.0,0.0,0.0
B00OG2Z65W,0.0,1,0,1,0,0.0,100.0,0.0
B00OGL8G9G,1.0,1,1,0,0,100.0,0.0,0.0
B00OGMD0VE,1.0,5,5,0,0,100.0,0.0,0.0
B00OGR16WO,0.0,1,0,1,0,0.0,100.0,0.0
B00OGW9N92,1.0,1,1,0,0,100.0,0.0,0.0
B00OH13K64,1.0,1,1,0,0,100.0,0.0,0.0
B00OH4XGEC,1.0,1,1,0,0,100.0,0.0,0.0
B00OHNXPCG,1.0,2,2,0,0,100.0,0.0,0.0
B00OHUJBTU,1.0,1,1,0,0,100.0,0.0,0.0
B00OHXCSCO,1.0,1,1,0,0,100.0,0.0,0.0
B00OHXM4F0,-1.0,2,0,0,2,0.0,0.0,100.0
B00OI2UND0,-1.0,1,0,0,1,0.0,0.0,100.0
B00OI4TZJQ,1.0,1,1,0,0,100.0,0.0,0.0
B00OI9XIS0,1.0,2,2,0,0,100.0,0.0,0.0
B00OIA3QNQ,1.0,1,1,0,0,100.0,0.0,0.0
B00OICDUNU,1.0,1,1,0,0,100.0,0.0,0.0
B00OIO1FQC,1.0,1,1,0,0,100.0,0.0,0.0
B00OIXMQ5M,1.0,1,1,0,0,100.0,0.0,0.0
B00OJ5DX06,-1.0,1,0,0,1,0.0,0.0,100.0
B00OJ8Q0I0,-1.0,1,0,0,1,0.0,0.0,100.0
B00OJH9VAU,1.0,1,1,0,0,100.0,0.0,0.0
B00OJHI6KQ,-1.0,1,0,0,1,0.0,0.0,100.0
B00OJOV6VU,1.0,1,1,0,0,100.0,0.0,0.0
B00OJQ99X0,-1.0,1,0,0,1,0.0,0.0,100.0
B00OJQSQUC,-1.0,1,0,0,1,0.0,0.0,100.0
B00OJX7UCA,0.4,5,3,1,1,60.0,20.0,20.0
B00OJZ0JTO,1.0,1,1,0,0,100.0,0.0,0.0
B00OK3UGCK,1.0,1,1,0,0,100.0,0.0,0.0
B00OK54BAQ,-1.0,1,0,0,1,0.0,0.0,100.0
B00OK6YMSG,1.0,2,2,0,0,100.0,0.0,0.0
B00OK6Z7GW,-1.0,1,0,0,1,0.0,0.0,100.0
B00OKA2RDE,1.0,1,1,0,0,100.0,0.0,0.0
B00OKA9F8O,0.4,5,3,1,1,60.0,20.0,20.0
B00OKTBBRS,1.0,1,1,0,0,100.0,0.0,0.0
B00OKXOXMY,1.0,1,1,0,0,100.0,0.0,0.0
B00OKY09I0,0.0,2,1,0,1,50.0,0.0,50.0
B00OKYIN10,1.0,2,2,0,0,100.0,0.0,0.0
B00OKYQCZE,1.0,1,1,0,0,100.0,0.0,0.0
B00OL1CIOA,0.6,5,4,0,1,80.0,0.0,20.0
B00OLAJ3W6,0.42857142857142855,7,4,2,1,57.14285714285714,28.57142857142857,14.285714285714285
B00OLBDBGE,1.0,1,1,0,0,100.0,0.0,0.0
B00OLIR0YG,0.0,1,0,1,0,0.0,100.0,0.0
B00OLK1YBE,1.0,1,1,0,0,100.0,0.0,0.0
B00OLM1ESK,0.0,1,0,1,0,0.0,100.0,0.0
B00OLMCLLE,1.0,1,1,0,0,100.0,0.0,0.0
B00OLNJVPM,1.0,1,1,0,0,100.0,0.0,0.0
B00OM60CTM,0.6,5,4,0,1,80.0,0.0,20.0
B00OM8KWDQ,0.0,4,2,0,2,50.0,0.0,50.0
B00OM9OYYI,0.5714285714285714,14,10,2,2,71.42857142857143,14.285714285714285,14.285714285714285
B00OMC7BT0,0.0,1,0,1,0,0.0,100.0,0.0
B00OMEG2TS,1.0,1,1,0,0,100.0,0.0,0.0
B00OMQZWZG,0.0,1,0,1,0,0.0,100.0,0.0
B00OMR0ESA,0.0,1,0,1,0,0.0,100.0,0.0
B00OMR0FE8,1.0,1,1,0,0,100.0,0.0,0.0
B00OMR0RJQ,0.5714285714285714,7,5,1,1,71.42857142857143,14.285714285714285,14.285714285714285
B00OMR0RK0,0.0,1,0,1,0,0.0,100.0,0.0
B00OMR17Q8,1.0,1,1,0,0,100.0,0.0,0.0
B00OMR17TA,0.0,1,0,1,0,0.0,100.0,0.0
B00OO0LD1C,1.0,2,2,0,0,100.0,0.0,0.0
B00OO9U8QY,0.6666666666666666,3,2,1,0,66.66666666666666,33.33333333333333,0.0
B00OOEBBM4,1.0,1,1,0,0,100.0,0.0,0.0
B00OON6Z4E,1.0,1,1,0,0,100.0,0.0,0.0
B00OOQ6H8A,-1.0,1,0,0,1,0.0,0.0,100.0
B00OP9E1MU,-1.0,1,0,0,1,0.0,0.0,100.0
B00OPA8OP4,0.0,1,0,1,0,0.0,100.0,0.0
B00OPAGFD2,1.0,1,1,0,0,100.0,0.0,0.0
B00OPBJ1LE,1.0,1,1,0,0,100.0,0.0,0.0
B00OPC5Y5K,1.0,1,1,0,0,100.0,0.0,0.0
B00OPC61V6,1.0,1,1,0,0,100.0,0.0,0.0
B00OPCG6Q6,1.0,1,1,0,0,100.0,0.0,0.0
B00OPDDJNI,1.0,1,1,0,0,100.0,0.0,0.0
B00OPEASFO,1.0,2,2,0,0,100.0,0.0,0.0
B00OPGA4U6,1.0,1,1,0,0,100.0,0.0,0.0
B00OPKORKA,1.0,1,1,0,0,100.0,0.0,0.0
B00OPLG8D8,1.0,1,1,0,0,100.0,0.0,0.0
B00OPO3TPU,1.0,1,1,0,0,100.0,0.0,0.0
B00OPS40S6,1.0,1,1,0,0,100.0,0.0,0.0
B00OPXBZZC,1.0,1,1,0,0,100.0,0.0,0.0
B00OPZI48Q,1.0,2,2,0,0,100.0,0.0,0.0
B00OQ1WFCA,0.0,1,0,1,0,0.0,100.0,0.0
B00OQ2NM76,0.0,1,0,1,0,0.0,100.0,0.0
B00OQ684KW,1.0,1,1,0,0,100.0,0.0,0.0
B00OQFG1L2,0.0,1,0,1,0,0.0,100.0,0.0
B00OQFG3Q0,1.0,3,3,0,0,100.0,0.0,0.0
B00OQGIIPI,-1.0,1,0,0,1,0.0,0.0,100.0
B00OQHK5KI,1.0,2,2,0,0,100.0,0.0,0.0
B00OQIDYDM,1.0,2,2,0,0,100.0,0.0,0.0
B00OQJ8CF6,1.0,2,2,0,0,100.0,0.0,0.0
B00OQJCB1C,1.0,1,1,0,0,100.0,0.0,0.0
B00OQJSMOM,1.0,1,1,0,0,100.0,0.0,0.0
B00OQKBNUG,0.0,1,0,1,0,0.0,100.0,0.0
B00OQKKZA0,1.0,2,2,0,0,100.0,0.0,0.0
B00OQKLZ9A,1.0,1,1,0,0,100.0,0.0,0.0
B00OQQ8K06,0.0,2,1,0,1,50.0,0.0,50.0
B00OQSO90E,1.0,1,1,0,0,100.0,0.0,0.0
B00OQUA8XY,1.0,1,1,0,0,100.0,0.0,0.0
B00OQUSC1O,0.5,2,1,1,0,50.0,50.0,0.0
B00OQVHVXS,0.0,1,0,1,0,0.0,100.0,0.0
B00OQWCQS2,1.0,1,1,0,0,100.0,0.0,0.0
B00ORJYXDA,-1.0,1,0,0,1,0.0,0.0,100.0
B00ORJYXZI,-1.0,1,0,0,1,0.0,0.0,100.0
