parent_asin,main_category,title,average_rating,rating_number,price,performance_target,predicted_performance_score
B01FOE4XUY,AMAZON FASHION,"Unionbay Men's Survivor Cargo Short (38, Army Camo)",5.0,2,36.99,5.493061443340549,5.493061443340544
B076XP8THW,AMAZON FASHION,Yin Yang Polished Cutout Simple Ring .925 Sterling Silver Thumb Band Sizes 5-10,5.0,2,19.19,5.493061443340549,5.493061443340544
B08TM9L8ZS,AMAZON FASHION,INC Womens Drapey Mini Sheath Dress Red M,5.0,2,25.5,5.493061443340549,5.493061443340544
B004HUD3WQ,AMAZON FASHION,Dr. Seuss Cat in The Hat Mini Book,5.0,2,6.99,5.493061443340549,5.493061443340544
B07768X5PM,AMAZON FASHION,Men's Modal Boxer Briefs 3 Pack Grey,5.0,2,14.99,5.493061443340549,5.493061443340544
B01CYPTGGW,AMAZON FASHION,"Infinity Collection Girls Dance Jewelry Set - Dance Bracelet and Dance Earrings, for Dance Recitals, Dancers and Dance Teams",5.0,2,15.95,5.493061443340549,5.493061443340544
B07BM5CKLQ,AMAZON FASHION,VonZipper Unisex Ditty Sunglasses,5.0,2,150.41,5.493061443340549,5.493061443340544
B01GW1TYXO,AMAZON FASHION,Kirkland Signature Men's Chino Pant Tailored Fit Straight Leg - 36W x 34L - Bone,5.0,2,22.98,5.493061443340549,5.493061443340544
B07F969XYG,AMAZON FASHION,Bonnie Jean Christmas Nutcracker Ballet Print Shantung Dress and Sweater Set 2T,5.0,2,36.99,5.493061443340549,5.493061443340544
B00FL54QZE,AMAZON FASHION,"14K Yellow Gold 7-7.5mm Dyed-black Freshwater Cultured Pearl Necklace 18"" and Stud Earrings Set",5.0,2,125.0,5.493061443340549,5.493061443340544
B018HOAVDG,AMAZON FASHION,Universal Textiles Ladies/Womens Plain Winter Magic Gloves (One Size) (Black),5.0,2,5.45,5.493061443340549,5.493061443340544
B07CHTGXW8,AMAZON FASHION,Crimson Hounds Berdine Sandal (8.5),5.0,2,16.99,5.493061443340549,5.493061443340544
B006R0SCR0,AMAZON FASHION,Biagio 100% SILK NeckTie EXTRA LONG Solid HOT PINK FUCHSIA Color Men's Neck Tie,5.0,2,18.95,5.493061443340549,5.493061443340544
B075NMTVX6,AMAZON FASHION,"Worlds Softest Womens Crew Socks 1-Pair, 10-12, Black",5.0,2,12.99,5.493061443340549,5.493061443340544
B08KGSDF26,AMAZON FASHION,Revant Replacement Lenses for Bolle Recoil,5.0,2,44.99,5.493061443340549,5.493061443340544
B07DK38NH9,AMAZON FASHION,14K White Gold Ball Stud Pink Freshwater Cultured Pearl Dangle Chain Earrings for Women 8-8.5mm,5.0,2,109.99,5.493061443340549,5.493061443340544
B00EVVFF72,AMAZON FASHION,Clear Black L-Style Locked Straight L-Shaft Short 190 Nylon Dart Shafts - Dart Brokers tips case,5.0,2,8.9,5.493061443340549,5.493061443340544
B092L96HG5,AMAZON FASHION,"Gildan Men's Ultra Cotton T-Shirt, Style G2000, 2-Pack",5.0,2,13.56,5.493061443340549,5.493061443340544
B01LZSSGOF,AMAZON FASHION,"Ragstock Women's Onesie Pajamas (Medium, White-Pink-Zebra_0190)",5.0,2,19.99,5.493061443340549,5.493061443340544
B072W9H8KY,AMAZON FASHION,Charter Club Womens French Terry Heathered Short Robe Purple XXXL,1.0,1,38.58,0.6931471805599453,0.6931471805599458
B07FK753BG,AMAZON FASHION,Deadpool Bracelet Marvel Jewelry Deadpool Accessory - Marvel Bracelet Deadpool Jewelry,1.0,1,10.99,0.6931471805599453,0.6931471805599458
B01KW4INZW,AMAZON FASHION,10K White Gold Celtic Woven Braid Wedding Band - Size 10-1/2,1.0,1,259.99,0.6931471805599453,0.6972018316410274
B00FQKVY7C,AMAZON FASHION,"In Color -- Batman TV Show Adult T-Shirt, Large",1.0,1,17.91,0.6931471805599453,0.6931471805599458
B07HFQB2RF,AMAZON FASHION,QUINBY Rose Gold Plated 5A Cubic Zirconia Dainty Thin Chain Anklet for Women Gift Box Packaged,1.0,1,20.0,0.6931471805599453,0.6931471805599458
B0BRYM1RWB,AMAZON FASHION,"Medical Soft High Boot Socks, Compression Socks for Sports Skiing Flight",1.0,1,7.99,0.6931471805599453,0.6931471805599458
B01BZMYR6O,AMAZON FASHION,SOL'S Womens/Ladies Podium Long Sleeve Pique Cotton Polo Shirt (S (6-8 US)) (Kelly Green),1.0,1,21.7,0.6931471805599453,0.6931471805599458
B0BFJ78RC5,AMAZON FASHION,AMEBELLE Women's Sherpa Fleece Lined Leggings with Skirt Yoga Active Golf Tennis Skirted Legging(1781-Black-M),1.0,1,24.99,0.6931471805599453,0.6931471805599458
B09ND89WNQ,AMAZON FASHION,XXBR Mens Fuzzy Sherpa Pullover Western Aztec Sweater Fleece Jacket Winter Long Sleeve Geometric Print Sweatshirts Beach Tropical Hawaii Boho Hawaiian Light Fashionable Fashion Trendy Stylish,1.0,1,14.49,0.6931471805599453,0.6931471805599458
B09BQJF4DN,AMAZON FASHION,BTgirl Women's Short Lace Beaded Homecoming Dresses Lace Appliques Short Spaghetti Strap Prom Dresses with Pockets Fuchsia,1.0,1,59.99,0.6931471805599453,0.6931471805599458
B09TTQC25M,AMAZON FASHION,"THE NORTH FACE Men's Short Sleeve Graphic Injection Tee, Shady Blue/Lavender Fog, XX-Large",1.0,1,24.95,0.6931471805599453,0.6931471805599458
B06XPYL9HG,AMAZON FASHION,Kate Spade New York Women's Cat Portable Lightning Cable Multi One Size,1.0,1,34.97,0.6931471805599453,0.6931471805599458
B07DKSY14M,AMAZON FASHION,Gold Toe Men's Crew Socks Black 6-Pair Sock Size 10-13 Cotton Blend Slightly Imperfect,1.0,1,48.03,0.6931471805599453,0.6931471805599458
B0BS6JFZPL,AMAZON FASHION,"Sparkly Hoop Earrings, Silver Hoop Earrings, Glitter Earrings, Elegant Statement Earrings Jewelry",1.0,1,14.99,0.6931471805599453,0.6931471805599458
B07V5RS2K9,AMAZON FASHION,.925 Sterling Silver Nugget Style Tapered Band or Pinky Ring - Size 8-1/4,1.0,1,19.99,0.6931471805599453,0.6931471805599458
B00TQDMI48,AMAZON FASHION,Forum Novelties Steampunk Gears Mini Top Hat,1.0,1,12.99,0.6931471805599453,0.6931471805599458
B09JKN2LY4,AMAZON FASHION,EZReplace Lenses Replacement for Oakley Jupiter Squared OO9135 Sunglasses (Polarized Lenses) - Fits Oakley Jupiter Squared Frame (Golden Yellow),1.0,1,8.48,0.6931471805599453,0.6931471805599458
B00L2EBDRM,AMAZON FASHION,100pcs Clear Plastic Key Tags Id Label with Key Chain Tag Card Split Ring (Yellow),4.0,1,10.89,2.772588722239781,2.7725887222397834
B09MY6455B,AMAZON FASHION,"ZS 16Pairs Surgical Steel Ear Stud Earrings, Shiny Cubic Zirconia Cartilage Earrings Set, Tragus Helix Conch Piercing Jewelry for Women Teen Girls",4.0,1,21.39,2.772588722239781,2.7725887222397834
B0B5NG5GWJ,AMAZON FASHION,"UGFashions mens Bane Dark Rises Military Style Costume Synthetic Leather Cosplay Vest, Multiple Color, XX-Large",4.0,1,80.0,2.772588722239781,2.7725887222397834
B082P1WRFZ,AMAZON FASHION,Active Care Comfort Finds Women’s Front Zip Sport Bra - Wireless Hook Free Comfort Bra - 3 Pack,4.0,1,44.95,2.772588722239781,2.7725887222397834
B01G49XD68,AMAZON FASHION,"Apple Watch Band, Tan Replacement Genuine Leather Strap for iWatch 42mm with Adapter",4.0,1,22.99,2.772588722239781,2.7725887222397834
B07MNNMM6T,AMAZON FASHION,SilverArt Handmade Earring Turquoise 925 Sterling Silver Plated Jewelry for Womens and Girls,4.0,1,10.99,2.772588722239781,2.7725887222397834
B00KLAB76K,AMAZON FASHION,MARCHON AIRLOCK Eyeglasses AIRLOCK INFINITY 200 601 Burgundy Rose 49MM,4.0,1,109.0,2.772588722239781,2.7725887222397834
B077Y2XQ8N,AMAZON FASHION,Vans Authentic Stretch Walk Shorts 36 inch Dirt,4.0,1,56.28,2.772588722239781,2.7725887222397834
B003AQW3WE,AMAZON FASHION,Result Men's Horizon Micro Fleece Jacket Red L,4.0,1,43.05,2.772588722239781,2.7725887222397834
B004BFVQEO,AMAZON FASHION,Players Mens Tricot Brief,4.0,1,14.79,2.772588722239781,2.7725887222397834
B07X92ZP7P,AMAZON FASHION,"WOCACHI Boys Girls Windbreaker, Toddler Kid Baby Girls Boys Floral Print Hooded Zipper Wind Coat Outwear Clothes Back to School Halloween Costumes Trick or Treat Fab Boo Lous Jack-o-Lantern",4.0,1,6.99,2.772588722239781,2.7725887222397834
B06Y2L6S9J,AMAZON FASHION,12 Ami Longline Long Sleeve Open Cardigan Red XL,4.0,1,19.99,2.772588722239781,2.7725887222397834
B004URN1IW,AMAZON FASHION,"Rhino Pin 1""",3.0,1,9.62,2.0794415416798357,2.0794415416798397
B015RRMYZY,AMAZON FASHION,GOLD TOE 2-Pack Slouch Boot Socks Black White,3.0,1,14.48,2.0794415416798357,2.0794415416798397
B083SM7T3V,AMAZON FASHION,Salabomia Girl's Cute One Piece Swimsuits Bathing Suits Moon Wolf Blue Swimwear 7T-8T,3.0,1,15.99,2.0794415416798357,2.0794415416798397
B01HF5574G,AMAZON FASHION,Bimba Women Pink Anarkali Kurti Long Flaired Rayon Kurta Indian Ethnic Blouse,3.0,1,38.99,2.0794415416798357,2.0794415416798397
B00Q6T172Y,AMAZON FASHION,Gemini Groom & Bride Plain Dome Court Black Matching Titanium Wedding Rings Set 6mm & 4mm Width Men Ring Size : 10 Women Ring Size : 4.25 Valentine's Day Gifts,3.0,1,49.98,2.0794415416798357,2.0794415416798397
B00IR0Z6Q8,AMAZON FASHION,Traverse Aluminum Compass with Nostalgic Design and Pendant Loop: PC-00820,3.0,1,8.95,2.0794415416798357,2.0794415416798397
B00ADD55KE,AMAZON FASHION,Gold Tone Rhinestone Black Puppy Dog Keychain Charm,3.0,1,12.86,2.0794415416798357,2.0794415416798397
B0189L24LO,AMAZON FASHION,Bali Comfort Revolution Front Close Underwire Bra_42D_White,3.0,1,35.47,2.0794415416798357,2.0794415416798397
B095PCYMTF,AMAZON FASHION,BBesty Women's Athletic Skorts Tennis Skirts Leggings Elastic Yoga Skirts Golf Skorts Activewear Running Workout Sports Pants Army Green,3.0,1,9.99,2.0794415416798357,2.0794415416798397
B07D6RZB5Y,AMAZON FASHION,Ewatchparts 3 PAM 22MM DEPLOYMENT BAND CLASP LEATHER STRAP BUCKLE COMPATIBLE WITH PANERAI 44MM POLISH,3.0,1,47.95,2.0794415416798357,2.0794415416798397
B07KRNGDSV,AMAZON FASHION,Tangerine Women Active Puffer Full-Zip Hooded Vest Mango XXL,2.0,1,24.99,1.3862943611198906,1.3862943611198917
B013RTQPIQ,AMAZON FASHION,The Beatles - Color Block Varsity Adult Zip Hoodie - Small,2.0,1,57.22,1.3862943611198906,1.3862943611198917
B01EB7LWX6,AMAZON FASHION,Galaxy By Harvic Mens Printed Cargo Shorts,2.0,1,129.13,1.3862943611198906,1.3862943611198917
B0BN3D6G2N,AMAZON FASHION,"Shirt Extender for Women, Adjustable Layering Fake Top Lower Sweep Skirt Half Length Skirt Mini Skirt Black",2.0,1,14.0,1.3862943611198906,1.3862943611198917
B0B879MSGQ,AMAZON FASHION,Girls Two Piece Rash Guard Swimsuits Set Tie Dye Bathing Suit for Kids Long Sleeve Hawaiian Swimwear Set Purple Size 6/6x,2.0,1,18.99,1.3862943611198906,1.3862943611198917
B07BTB44S8,AMAZON FASHION,GRACIANA Sterling Silver Multicolor Amber Dreams Chain Necklace 18 Inches,2.0,1,25.0,1.3862943611198906,1.3862943611198917
B09CQH4HFR,AMAZON FASHION,BYHai The Venture Bros The Monarch and Dr Mrs The Monarch Cosplay Costume Jumpsuit Outfit Couple Costume Adult,2.0,1,96.99,1.3862943611198906,1.3862943611198917
B001OPJ042,AMAZON FASHION,Ek Usa 3 Way Eyewear Retainer,2.0,1,22.11,1.3862943611198906,1.3862943611198917
B09ZNPNZJS,AMAZON FASHION,CHOMOLEZA Men's Muscle Polo Shirts Short Sleeve Knit T-Shirts Slim Fit Stretch Golf Shirt Casual Basic Tee Grey S,2.0,1,21.99,1.3862943611198906,1.3862943611198917
B005NP0HKU,AMAZON FASHION,WearAll Women's Plus Size Frill Cardigan - Turquoise - US 16-18 (UK 20-22),2.0,1,9.0,1.3862943611198906,1.3862943611198917
B095Y3Y2SJ,AMAZON FASHION,Lace Affair Underwire Balcony Bra Blue Print/Chocolate Brown US 34F,5.0,1,33.95,3.4657359027997265,3.465735902799733
B09LLG1R8D,AMAZON FASHION,Ahaeth Boston Terrier Gifts Keychain for Women Pet Mom Jewelry Dog Lovers Dog Owner Keyring Boston Terriers Charms Key Chain Mothers Day Boston Terrier Keychain,5.0,1,6.99,3.4657359027997265,3.465735902799733
B07CX3WPF6,AMAZON FASHION,T-Shirt & Jeans Kitten Round Cross Body,5.0,1,10.87,3.4657359027997265,3.465735902799733
B00CXARLTS,AMAZON FASHION,Rush Signals Album Vintage Style European Tour 1983 Band T-Shirt Tee Size Small,5.0,1,24.95,3.4657359027997265,3.465735902799733
B00B6VE65W,AMAZON FASHION,"Condor Condor Visitor Scratch-Resistant Safety Glasses, Green Lens Color - 4JND8",5.0,1,14.56,3.4657359027997265,3.465735902799733
B09BK5DQ7B,AMAZON FASHION,THE NORTH FACE Toddler Snowquest Insulated Jacket - Youth,5.0,1,135.0,3.4657359027997265,3.465735902799733
B00ZYWNKRE,AMAZON FASHION,American Bazi Women's Destroyed Denim Jumpsuit Overalls RJHO5085 - Blue - Medium - H5C,5.0,1,31.94,3.4657359027997265,3.465735902799733
B07D6PLWZQ,AMAZON FASHION,Ewatchparts 20MM OYSTER WATCH BAND COMPATIBLE WITH ROLEX DAYTONA TWO TONE GOLD/STEEL DESIGNER CLASP,5.0,1,39.95,3.4657359027997265,3.465735902799733
B0161SCYQC,AMAZON FASHION,Men's Aconcagua 2 Vest - Medium Grey Heather - (Past Season),5.0,1,79.93,3.4657359027997265,3.465735902799733
B0863G5JKM,AMAZON FASHION,Oliver Peoples Unisex Taron 58Mm Sunglasses,5.0,1,432.0,3.4657359027997265,3.465735902799733
B08L8D2YG4,AMAZON FASHION,Revant Replacement Lenses for Oakley Offshoot,5.0,1,59.99,3.4657359027997265,3.465735902799733
B071QZK4Q3,AMAZON FASHION,Qingsun Fingerless Lace Satin Gloves Bride Wedding Party Costume（White）,5.0,1,8.99,3.4657359027997265,3.465735902799733
B074WMYKMR,AMAZON FASHION,Carter's Baby Girls' 12M-24M 4 Piece Sweet Dreams Snug Fit Cotton PJS 12 Months,5.0,1,30.99,3.4657359027997265,3.465735902799733
B07L2YB6L7,AMAZON FASHION,Women's Tartan Scarf Kikoy Beach Wrap Shawl 100% Hand Combed Cotton (Pink & Blue),5.0,1,25.0,3.4657359027997265,3.465735902799733
B08PZ8N7J2,AMAZON FASHION,ATAX Women's Knee High Boots Square Toe Chunky Heel Matte Leather Boot High Heeled Dress Shoes for Ladies Black Size 12,5.0,1,79.99,3.4657359027997265,3.465735902799733
B07B8VTWLT,AMAZON FASHION,Black Titanium with Spike's Over Surgical Steel Screw-on Plugs/Gauges 2 Pieces (1 Pair) (B/62),5.0,1,3.99,3.4657359027997265,3.465735902799733
B09WN9CZ3Y,AMAZON FASHION,geometric water drop art and craft for children accessories for women Earrings,5.0,1,2.49,3.4657359027997265,3.465735902799733
B074PCRK7C,AMAZON FASHION,"Hue Womens Ponte Legging, Xs, Grey",5.0,1,27.99,3.4657359027997265,3.465735902799733
B07QC82J9P,AMAZON FASHION,"Silver Comedy and Tragedy Necklace, Theatre Mask Necklace, Comedy and Tragedy Masks, Theatre Lover",5.0,1,3.69,3.4657359027997265,3.465735902799733
B075BBT5SD,AMAZON FASHION,"Buckle Down Lanyard-1.0""-F-150 Emblem Black/Silver-Fade",5.0,1,8.95,3.4657359027997265,3.465735902799733
B07D5DGVTN,AMAZON FASHION,1/4-2 Carat Total Weight Princess Diamond Stud Earrings 4 Prong Screw Back (G-H Color SI2-I1 Clarity),5.0,1,1680.0,3.4657359027997265,3.465735902799733
B09TWKBBWF,AMAZON FASHION,"THE NORTH FACE Men's Graphic Injection Hoodie, Red Violet/Red Violet, Large",5.0,1,59.64,3.4657359027997265,3.465735902799733
B07L79JVL6,AMAZON FASHION,Ruby Road Favorites Womens Solid Pull On Capris 10 Black,5.0,1,30.0,3.4657359027997265,3.465735902799733
B07SB6XRYF,AMAZON FASHION,e4Hats.com Brazil Flag Patched Mesh Cap,5.0,1,20.99,3.4657359027997265,3.465735902799733
B008Q099OY,AMAZON FASHION,"DECKY 8 Inch Short Knit Beanie Ski Cap (One Size, Charcoal Grey)",5.0,1,6.75,3.4657359027997265,3.465735902799733
B07KGJHFF3,AMAZON FASHION,Sticks and Stones May Break My Bones But Whips and Chains Excite Me. Shirt Brown,5.0,1,18.99,3.4657359027997265,3.465735902799733
B0B9XLBV2N,AMAZON FASHION,"IZI POD Mother Daughter Necklace Gift from Mom and Dad Jewelry with Message Card and Gift Box, Gift for Daughter Pendant Father Daughter Birthday Gifts To My Badass Daughter",5.0,1,34.95,3.4657359027997265,3.465735902799733
B01H3BLFMA,AMAZON FASHION,COUYA 316L Stainless Steel Oval Plain Men's Shirt CuffLinks for Wedding Engagement Business,5.0,1,9.9,3.4657359027997265,3.465735902799733
B009QBVTIG,AMAZON FASHION,"Golden Logo -- Wonder Woman -- Justice League Adult T-Shirt, Large",5.0,1,17.91,3.4657359027997265,3.465735902799733
B01CYSAYTM,AMAZON FASHION,"Hanes Men's Ultimate Cotton Heavyweight Pullover Hoodie, XXL, Black",5.0,1,28.29,3.4657359027997265,3.465735902799733
B06XGK95VP,AMAZON FASHION,Gypsy Jewels 4 Row Layered Bib Bubble Statement Silver Tone Necklace & Earrings Set (Orange & Purple),5.0,1,21.99,3.4657359027997265,3.465735902799733
B017TSPSX4,AMAZON FASHION,Fakeface Bao Core Mens Vintage London Double Face Natural Genuine Silk Napping Surface Winter Warm Scarf Shawl with Tassels,5.0,1,13.42,3.4657359027997265,3.465735902799733
B07KGCB352,AMAZON FASHION,LAUREN RALPH LAUREN Palm Stripe Print Hipster Swim Bottom (LR9GK93) 8/Blue,5.0,1,39.0,3.4657359027997265,3.465735902799733
B00K8XOG9U,AMAZON FASHION,Men's 925 Sterling Silver Engravable Square Top Signet Ring (Size 6.25),5.0,1,69.99,3.4657359027997265,3.465735902799733
B094DXZ92H,AMAZON FASHION,Lurra Cotton Span Bralette Beech / Large,5.0,1,38.46,3.4657359027997265,3.465735902799733
B08HKVZ7F4,AMAZON FASHION,Xerxes Break Cosplay Anime Party Costume Christmas Windbreaker Cosplay Costume cos,5.0,1,108.8,3.4657359027997265,3.465735902799733
B003YCW6QW,AMAZON FASHION,Power Balance Silicone Bracelet - Clear with Pink (Small 17.5cm),5.0,1,6.99,3.4657359027997265,3.465735902799733
B07S7FXQLQ,AMAZON FASHION,Revant Replacement Lenses for Oakley Half Jacket Vented (Asian Fit),5.0,1,24.99,3.4657359027997265,3.465735902799733
B0BQM7BC7K,AMAZON FASHION,"Sena New York Matte Black Silicone Ring Bling Premium Design Fexible, Breathable, and Durable Ring with a Soft Texture - Size 9",5.0,1,29.99,3.4657359027997265,3.465735902799733
B01GI7XXTS,AMAZON FASHION,"14KY Gold Chain Necklace 9-9.5mm & 6-6.5mm White Freshwater Cultured Pearl 4x1"" Tassle Strings, 16""",5.0,1,164.99,3.4657359027997265,3.465735902799733
B00K5S0LH4,AMAZON FASHION,Canada Maple Leaf Novelty Silver Plated Stud Earrings,5.0,1,9.99,3.4657359027997265,3.465735902799733
B0B9234B41,AMAZON FASHION,Women's Fashion Scarf with Tassel Warm Large Blanket Wrap Shawl,5.0,1,19.99,3.4657359027997265,3.465735902799733
B07B9N9S1C,Health & Personal Care,3 Packs :1 X ROCKLINE BASKET COFFEE FILTERS (8-12 Cup Basket) 700 Filters,4.0,7,32.97,8.317766166719343,8.319845608261039
B077BCHMHP,Health & Personal Care,"Mr. Coffee Basket Coffee Filters, 8-12 Cup, White Paper, 8-inch, 50-Count Boxes (Pack of 12) (Packaging May Vary)",4.4,221,23.98,23.771780480238032,23.76458991037081
B008O57G5U,Health & Personal Care,"ProTec PC-2 Humidifier Tank Cleaning Cartridge, 2-Count Packages (1 pack of 2 cartridges)",4.6,837,11.49,30.962683262217578,30.96387819797569
B07LG8QYFW,Health & Personal Care,279838 Dryer Heating Element for Whirlpool Kenmore Roper Maytag Amana Cabrio Admiral Dryer Heating Element Parts Dryer Thermostat Thermal Fuse medx655dw1 500 600 70 80 Series Model 110 Dryer Part,4.4,9468,39.99,40.2854257695274,40.309125565196275
B0000TN7NS,Health & Personal Care,Vicks Humidity Monitor White,4.6,907,19.53,31.33172414156595,31.332022965242242
B0183RU1WI,Health & Personal Care,"ProTec Humidifier Filter Replacement, Wicking Replacement Filter, Pack of 3 â€“ Humidifier Replacement Filter Works with Vicks Cool Mist Humidifiers and Other Models,3 Count (Pack of 1)",4.5,5004,22.79,38.33186711287195,38.32714273388449
B09WYP43RT,Health & Personal Care,Sunniswi DD59-01002A Sam-sung Dishwasher Detergent Dispenser Assembly (OEM) 7.7 * 3.3 * 2.2in - Compatible Replacement With SAMSUNG Dishwasher Part,4.1,9,64.77,9.440598881275587,9.440598881275598
B0B4VB4Q4G,Health & Personal Care,"Dishwasher Salt - All-Natural Water Softener Salt for a Clean Finish - Compatible with Bosch, Miele, Thermador, Whirlpool Dishwashers and More - Food-Grade Coarse Sea Salt (5 lb Bag) - Sea Salt Superstore",4.3,22,19.79,13.482625128495343,13.478802276914239
B09Q8T47SM,Health & Personal Care,Friomex Dry Ice Packs for Shipping Frozen Food - Ideal for Shipping Perishables and Chilling Drinks | Styrofoam Cooler Compatible | Includes Dry Ice Pellets | Hielo Seco,4.2,37,22.58,15.27786187085082,15.277832774902304
B00RALJCW4,Health & Personal Care,"PureGuardian Guardian Technologies FLTDC30 Humidifier Demineralization Filter, White, 1 Count (Pack of 1)",4.3,241,10.81,23.60243222247375,23.63453396812338
B000XPT0DK,Health & Personal Care,ProTec PC-1 Humidifier Tank Cleaning Cartridge (Pack of 2),4.3,772,18.5,28.596199908925914,28.586543362291813
B003UV8OC2,Health & Personal Care,"Pro-Tec Extended Life Humidifier Wicking Filter Cartridge, PWF2, (Packaging May Vary)",4.4,849,8.29,29.679039937731197,29.679009650603998
B00AUWTYN2,Health & Personal Care,O3 Pure Professional Eco Laundry Washer System - Newest Generation,4.5,594,297.0,28.748526324955336,28.74639811021835
B09TWYVMZ7,Health & Personal Care,"Humidifiers for Bedroom, Vycol 5.6L Smart Cool Mist Humidifier with Humidity Sensor & Timer for Large Room Home, Customized Humidity, Whisper Quiet Ultrasonic Air Vaporizer for Baby and Plants",4.3,213,27.99,23.07369686459396,23.072671057362005
B094DPJ5PC,Health & Personal Care,"J-C Reusable Pollen Filter for Dream-Station 2, Gray, 1 Count (Pack of 1)",4.8,558,6.99,30.365517471144475,30.36688880680218
B00901ZTS8,Health & Personal Care,Egg Cartons - 250 Count,4.8,1104,100.9,33.63648294696889,33.649720060869164
B013XCWQ8U,Health & Personal Care,Water Chamber for the F&P ICON™ CPAP Machine - 900ICON200,4.8,512,14.85,29.953324056819692,29.94854765136501
B07RG6R5J5,All Electronics,"Cable Matters 3 Prong Dryer Cord 6 ft, 30 Amp Appliance Cord (NEMA 10-30P to 3-Wire)",4.8,3198,23.49,38.738848991757685,38.737884223236414
B084XB1KJJ,All Electronics,Refrigmatic MEGA Electronic Surge Protector for Big Refrigerators 27 cu. ft. or More,4.6,689,28.99,30.068781348919998,30.06897339492714
B00B2ATOOK,Office Products,Small Black Plastic Treasure Chest,3.8,92,14.99,17.223878073982373,17.228321432553766
B09XMP1M76,AMAZON FASHION,MOACOCK 50 Pack Aluminum Foil Square Stove Burner Covers Disposable Heavy Thick Quality Bib Liners Drip Pans Gas Range Top Protectors 8.5”,4.6,5489,9.99,39.60914425871644,39.60581324494445
B00JBMPIM8,All Electronics,4 pcs Voltage Protector Brownout Surge Refrigerator 1800 Watts Appliance,4.6,401,58.99,27.583679607647497,27.580914673393462
B09D3B5DF9,Baby,"4 Pcs Fridge Lock, Refrigerator Lock for Children, Mini Fridge Locks for Kids, Freezer Lock, Used in Refrigerator Door, Cabinets, Drawers, Toilet Seat (Black, 4 Pcs)",4.4,3574,16.99,35.99957000256368,35.99703926427796
B0035RQF8G,Baby,"Safety 1st Grip N Twist Door Knob Covers, 3 Pack",4.1,1210,8.91,29.106727148567675,29.10874507149842
B092LLM7H3,Grocery,Reusable coffee pods for Coffee Makers (4 PACK Black and Purple),4.5,29692,8.95,46.34399973049107,46.43079043323505
B08FXNQ1QB,All Electronics,"Cable Matters 4 Prong to 4 Wire Range Cord 10 ft, Heavy Duty 6/8 AWG 50 Amp Cord (NEMA 14-50P to 4-Wire)",4.8,365,49.99,28.332640000326556,28.340688959010762
B082LWZCBB,Grocery,"Melitta #2 Cone Coffee Filters, Bamboo, 80 Count",4.8,5717,9.09,41.526596989834836,41.524292864940705
B07K3RTRL4,All Electronics,"Parkworld Dryer 3 Prong Extension Cord UL Listed, NEMA 10-30 Extension Cord, EV 10-30P to 10-30R with Lighted, 30A, 250V, 7500W UL Listed (36 Feet)",4.5,21,119.99,13.909691040112422,13.911691369428109
B01MCRKYUG,Baby,"Dreambaby Stove & Oven Knob Safety Cover - Model L730A, 5 Count (Pack of 1)",3.6,416,9.04,21.719110398475685,21.82270029496005
B002ZNLIJC,Sports & Outdoors,Electrolux Part Number 154174501: Roller Bracket,4.0,26,15.99,13.183347464017316,13.181453499430633
B00009V3UC,Home Audio & Theater,"Range Kleen 8134 White Electric Range Knobs, 4 Pcs",3.6,88,20.68,16.159090931035703,16.199206121685485
B0897XVN1L,Musical Instruments,ReplacementParts - Lock Lid for Mabe GE Washer laundry WH01X27954,4.6,255,36.95,25.507816244605984,25.505831610995074
B08DL7XGBR,Portable Audio & Accessories,Adjustable Fridge Stand- Dryer Stand- Refrigerator Stand-Mini Fridge Stand- Washer Pedestal-Strong Feet for Washing Machine-Washer Stand-Strong Feet for Fridge- Movable Washer Stand,4.4,1653,19.1,32.608188252568006,32.60427241245061
B005M2F07E,Office Products,Avanti 3.1 Cubic Foot Beverage Cooler / Sylish Black Cabinet With Stainess Steel Framed Double-Pane Tempered Glass Door,3.1,73,449.08,13.342601788932928,13.41355401804483
B09XLPQ188,Toys & Games,"Candykisscase W10872845 Dishwasher Pump Filter Cup Replacement Part Compatible with Whirlpool and Kenmore Dishwasher 8579307, W10056425, W10056426, W1005642, AP6030094",4.7,30,21.98,16.139739861080187,16.128372785406427
B0BK5SBS69,Cell Phones & Accessories,"AUODGDNT Gas Stove Gas Cooktop 2 Burners,12 Inches Portable Stainless Steel Built-in Gas Hob LPGNG Dual Fuel Easy to Clean for RVs, Apartments, Outdoor (Silver)",4.2,661,119.99,27.280115334935434,27.272788732274016
B07CNPVDXY,Office Products,Ultra Durable W10082853 Dishwasher Tine Pivot Clip Replacement Part by BlueStars- Exact Fit for Whirlpool Kenmore Kitchenaid Dishwashers - Replaces WPW10082853 PS11748190 PS1734891 1446946 - PACK OF 2,4.7,871,6.99,31.822710292372207,31.822492348541
B07PKV75YF,Grocery,"If You Care FSC Unbleached No 2 Coffee Filters, 100 Count",4.6,1815,6.85,34.5202011721417,34.52094377110022
B00GN92KQ4,Grocery,"Quirky Egg Minder Wink App Enabled Smart Egg Tray, PEGGM-WH01",2.4,602,9.99,15.364601272145245,16.614117687229268
B007Z3PDHA,Musical Instruments,"Dampp-chaser Piano Humidifier Treatment 16 oz Bottle with 4 Pads, Liner, and Clean Sleeve",4.7,141,39.99,23.292387170725927,23.288357026748645
