parent_asin,main_category,optimal_price_min,optimal_price_max
B07CLM923T,AMAZON FASHION,1.49,631.0
B00JYIR14C,AMAZON FASHION,1.49,631.0
B015WXZSZ6,AMAZON FASHION,1.49,631.0
B08CCZK3FS,AMAZON FASHION,1.49,631.0
B0B49KW781,AMAZON FASHION,1.49,631.0
B0BFKH4JMV,AMAZON FASHION,1.49,631.0
B0948XN6T1,AMAZON FASHION,1.49,631.0
B01012H9QY,AMAZON FASHION,1.49,631.0
B0BPDY5QX3,AMAZON FASHION,1.49,631.0
B07CKPM4LQ,AMAZON FASHION,1.49,631.0
B07DY3H2XX,AMAZON FASHION,1.49,631.0
B008BM2LQ0,AMAZON FASHION,1.49,631.0
B009V070WQ,AMAZON FASHION,1.49,631.0
B08JPJ9RLC,AMAZON FASHION,1.49,631.0
B0B6RDLTGC,AMAZON FASHION,1.49,631.0
B00E6F7904,AMAZON FASHION,1.49,631.0
B09FXLWP9P,AMAZON FASHION,1.49,631.0
B07796WJLB,AMAZON FASHION,1.49,631.0
B07J5MB8PQ,AMAZON FASHION,1.49,631.0
B07S1MQH89,AMAZON FASHION,1.49,631.0
B097RFTKJP,AMAZON FASHION,1.49,631.0
B073Q3729X,AMAZON FASHION,1.49,631.0
B06XCSK2F5,AMAZON FASHION,1.49,631.0
B0BNW81VXY,AMAZON FASHION,1.49,631.0
B08PQ3MDDP,AMAZON FASHION,1.49,631.0
B0BNX6YZ4S,AMAZON FASHION,1.49,631.0
B00DH48JYA,AMAZON FASHION,1.49,631.0
B01KG79502,AMAZON FASHION,1.49,631.0
B016QLB1JK,AMAZON FASHION,1.49,631.0
B07HXJ5CKT,AMAZON FASHION,1.49,631.0
B0BMXVVVZ6,AMAZON FASHION,1.49,631.0
B0BHVFKXGY,AMAZON FASHION,1.49,631.0
B07XXRG9LL,AMAZON FASHION,1.49,631.0
B07THJ59LY,AMAZON FASHION,1.49,631.0
B0171L6MCU,AMAZON FASHION,1.49,631.0
B0B62LFNF2,AMAZON FASHION,1.49,631.0
B07L48HPKS,AMAZON FASHION,1.49,631.0
B0194F1CCQ,AMAZON FASHION,1.49,631.0
B00Q68VYM8,AMAZON FASHION,1.49,631.0
B01NBNM63D,AMAZON FASHION,1.49,631.0
B07PBRN5DV,AMAZON FASHION,1.49,631.0
B08YR3CMMP,AMAZON FASHION,1.49,631.0
B0BL8LCB5P,AMAZON FASHION,1.49,631.0
B0084AWOCK,AMAZON FASHION,1.49,631.0
B084ZM75F3,AMAZON FASHION,1.49,631.0
B081QKDJV4,AMAZON FASHION,1.49,631.0
B00UZVF6S0,AMAZON FASHION,1.49,631.0
B07QBZ8KCM,AMAZON FASHION,1.49,631.0
B09BZV6Z8Z,AMAZON FASHION,1.49,631.0
B01I0Z9K20,AMAZON FASHION,1.49,631.0
B0987JSRLS,AMAZON FASHION,1.49,631.0
B0B32DX6XC,AMAZON FASHION,1.49,631.0
B07R95WTHZ,AMAZON FASHION,1.49,631.0
B073HD1VSZ,AMAZON FASHION,1.49,631.0
B07XQDTGCJ,AMAZON FASHION,1.49,631.0
B09HBP6LDV,AMAZON FASHION,1.49,631.0
B00LWHRRV0,AMAZON FASHION,1.49,631.0
B08M66J1ZC,AMAZON FASHION,1.49,631.0
B00GXPI8BY,AMAZON FASHION,1.49,631.0
B08T1S58TL,AMAZON FASHION,1.49,631.0
B0BBQY3Z4X,AMAZON FASHION,1.49,631.0
B0719M8MG5,AMAZON FASHION,1.49,631.0
B004CA2TJE,AMAZON FASHION,1.49,631.0
B00LBS4GP0,AMAZON FASHION,1.49,631.0
B07MMBGTS6,AMAZON FASHION,1.49,631.0
B0BKTLMCZ9,AMAZON FASHION,1.49,631.0
B01G5H1TRY,AMAZON FASHION,1.49,631.0
B07DCW3VCW,AMAZON FASHION,1.49,631.0
B08B4TF22C,AMAZON FASHION,1.49,631.0
B07W6K362B,AMAZON FASHION,1.49,631.0
B08V1FKRQZ,AMAZON FASHION,1.49,631.0
B06X9HZNBL,AMAZON FASHION,1.49,631.0
B07MP7QHPY,AMAZON FASHION,1.49,631.0
B07XX1KFLY,AMAZON FASHION,1.49,631.0
B008PN8O0M,AMAZON FASHION,1.49,631.0
B01J2P8BOA,AMAZON FASHION,1.49,631.0
B013VLA43M,AMAZON FASHION,1.49,631.0
B07GZXG2WF,AMAZON FASHION,1.49,631.0
B08ZKRLZQ1,AMAZON FASHION,1.49,631.0
B009LZTLSC,AMAZON FASHION,1.49,631.0
B01GW6VU22,AMAZON FASHION,1.49,631.0
B01NACC8XE,AMAZON FASHION,1.49,631.0
B0B8TBLYYL,AMAZON FASHION,1.49,631.0
B008ED9SZS,AMAZON FASHION,1.49,631.0
B00IU1QW26,AMAZON FASHION,1.49,631.0
B0865XYTPP,AMAZON FASHION,1.49,631.0
B0081KZE6Q,AMAZON FASHION,1.49,631.0
B017TGV5U6,AMAZON FASHION,1.49,631.0
B09KPYQVB8,AMAZON FASHION,1.49,631.0
B07DVY4KJZ,AMAZON FASHION,1.49,631.0
B08LHHVFQK,AMAZON FASHION,1.49,631.0
B09FHK2JCH,AMAZON FASHION,1.49,631.0
B01AU63CI0,AMAZON FASHION,1.49,631.0
B07PFLC9SD,AMAZON FASHION,1.49,631.0
B07XL9Z1Y8,AMAZON FASHION,1.49,631.0
B0BXFMSVVH,AMAZON FASHION,1.49,631.0
B004M64TPA,AMAZON FASHION,1.49,631.0
B08WKR93C2,AMAZON FASHION,1.49,631.0
B00HM7D78Q,AMAZON FASHION,1.49,631.0
B09DSTQK4F,AMAZON FASHION,1.49,631.0
B09XMYGNQS,AMAZON FASHION,1.49,631.0
B00BWBO6TW,AMAZON FASHION,1.49,631.0
B00BAZ9EDS,AMAZON FASHION,1.49,631.0
B00ZLQH880,AMAZON FASHION,1.49,631.0
B07879R4RD,AMAZON FASHION,1.49,631.0
B0B11RLCSX,AMAZON FASHION,1.49,631.0
B01NCQTNFV,AMAZON FASHION,1.49,631.0
B00NRBFT1E,AMAZON FASHION,1.49,631.0
B01ABPB8A4,AMAZON FASHION,1.49,631.0
B07BSG73LY,AMAZON FASHION,1.49,631.0
B01GA0Z1Z2,AMAZON FASHION,1.49,631.0
B0711PHHTP,AMAZON FASHION,1.49,631.0
B01EKN746U,AMAZON FASHION,1.49,631.0
B01DTE1FEI,AMAZON FASHION,1.49,631.0
B07VPB2JQ1,AMAZON FASHION,1.49,631.0
B0BG5PWPN5,AMAZON FASHION,1.49,631.0
B078T6PGZV,AMAZON FASHION,1.49,631.0
B08CZPN2Z6,AMAZON FASHION,1.49,631.0
B00P6VYRQ6,AMAZON FASHION,1.49,631.0
B0BQ8YFTNX,AMAZON FASHION,1.49,631.0
B08CW59P9V,AMAZON FASHION,1.49,631.0
B06Y3TX2SH,AMAZON FASHION,1.49,631.0
B07BJ2JGFK,AMAZON FASHION,1.49,631.0
B07W4S37XG,AMAZON FASHION,1.49,631.0
B019ZFCHII,AMAZON FASHION,1.49,631.0
B01GD525SA,AMAZON FASHION,1.49,631.0
B097RB6YQF,AMAZON FASHION,1.49,631.0
B071RZT8DG,AMAZON FASHION,1.49,631.0
B07F2CLNGX,AMAZON FASHION,1.49,631.0
B0753H1T25,AMAZON FASHION,1.49,631.0
B08319381Y,AMAZON FASHION,1.49,631.0
B07CRTGZ2T,AMAZON FASHION,1.49,631.0
B0BQPPQJN5,AMAZON FASHION,1.49,631.0
B0BHZ3W9NQ,AMAZON FASHION,1.49,631.0
B0171TBZ06,AMAZON FASHION,1.49,631.0
B07GCMVXBY,AMAZON FASHION,1.49,631.0
B00N7927RU,AMAZON FASHION,1.49,631.0
B07R8D5CBV,AMAZON FASHION,1.49,631.0
B07FNDMD6Z,AMAZON FASHION,1.49,631.0
B019Z646WM,AMAZON FASHION,1.49,631.0
B0BP67KTJ9,AMAZON FASHION,1.49,631.0
B09C5ZFP1P,AMAZON FASHION,1.49,631.0
B008810SWI,AMAZON FASHION,1.49,631.0
B09BFNMC39,AMAZON FASHION,1.49,631.0
B01M1BPJ9G,AMAZON FASHION,1.49,631.0
B07GL3G4DN,AMAZON FASHION,1.49,631.0
B00A71O6LQ,AMAZON FASHION,1.49,631.0
B005K9S01C,AMAZON FASHION,1.49,631.0
B0C68QGL58,AMAZON FASHION,1.49,631.0
B000VIUJLG,AMAZON FASHION,1.49,631.0
B07N34FG1N,AMAZON FASHION,1.49,631.0
B09WZFTWBY,AMAZON FASHION,1.49,631.0
B07BRBYJFT,AMAZON FASHION,1.49,631.0
B00S04UX1O,AMAZON FASHION,1.49,631.0
B00QRIXDXU,AMAZON FASHION,1.49,631.0
B00GJXF660,AMAZON FASHION,1.49,631.0
B00S9SG1MG,AMAZON FASHION,1.49,631.0
B01IHBPV6G,AMAZON FASHION,1.49,631.0
B00OGW9N92,AMAZON FASHION,1.49,631.0
B076MHB7NT,AMAZON FASHION,1.49,631.0
B07WCG8542,AMAZON FASHION,1.49,631.0
B071V7SD9H,AMAZON FASHION,1.49,631.0
B00JWFOBVI,AMAZON FASHION,1.49,631.0
B08T21XT21,AMAZON FASHION,1.49,631.0
B07C337WQ5,AMAZON FASHION,1.49,631.0
B004XDR1HU,AMAZON FASHION,1.49,631.0
B01MFF5CO9,AMAZON FASHION,1.49,631.0
B0C72MFDV9,AMAZON FASHION,1.49,631.0
B000EB3RXM,AMAZON FASHION,1.49,631.0
B00SMPE3UI,AMAZON FASHION,1.49,631.0
B00Y0ITEIW,AMAZON FASHION,1.49,631.0
B01JOLMK2Q,AMAZON FASHION,1.49,631.0
B00BU0MXBI,AMAZON FASHION,1.49,631.0
B09CTFF3XG,AMAZON FASHION,1.49,631.0
B0B2RRMD3Y,AMAZON FASHION,1.49,631.0
B093GT79WB,AMAZON FASHION,1.49,631.0
B01HLHFJVO,AMAZON FASHION,1.49,631.0
B09CPJT5K9,AMAZON FASHION,1.49,631.0
B01N67CF8B,AMAZON FASHION,1.49,631.0
B07XBD9DKW,AMAZON FASHION,1.49,631.0
B0BNWVJQ3M,AMAZON FASHION,1.49,631.0
B07HK32J44,AMAZON FASHION,1.49,631.0
B01LX41S4L,AMAZON FASHION,1.49,631.0
B007KSUIWK,AMAZON FASHION,1.49,631.0
B01DHJ4LJQ,AMAZON FASHION,1.49,631.0
B07S4GGFNX,AMAZON FASHION,1.49,631.0
B007TX6Z32,AMAZON FASHION,1.49,631.0
B00TDYN5RE,AMAZON FASHION,1.49,631.0
B00UYQ0HY4,AMAZON FASHION,1.49,631.0
B07N97WQ2V,AMAZON FASHION,1.49,631.0
B01GQUOLCU,AMAZON FASHION,1.49,631.0
B0184S1IXC,AMAZON FASHION,1.49,631.0
B01N17AY8H,AMAZON FASHION,1.49,631.0
B00IYP3W2G,AMAZON FASHION,1.49,631.0
B07C1RJYP6,AMAZON FASHION,1.49,631.0
B0167MDGWI,AMAZON FASHION,1.49,631.0
B06XWK1RCB,AMAZON FASHION,1.49,631.0
B0C1H4ZJ11,AMAZON FASHION,1.49,631.0
B0B2ZVBS68,AMAZON FASHION,1.49,631.0
B09LGSL3JW,AMAZON FASHION,1.49,631.0
B0BCPW4MZN,AMAZON FASHION,1.49,631.0
B07GBDQRWP,AMAZON FASHION,1.49,631.0
B07RZVGFSV,AMAZON FASHION,1.49,631.0
B014W1XAT0,AMAZON FASHION,1.49,631.0
B01BW5I7QU,AMAZON FASHION,1.49,631.0
B01C7PFV4A,AMAZON FASHION,1.49,631.0
B0988715HJ,AMAZON FASHION,1.49,631.0
B0825RNT1C,AMAZON FASHION,1.49,631.0
B01N2SQTVO,AMAZON FASHION,1.49,631.0
B086M2MBWN,AMAZON FASHION,1.49,631.0
B01IUJJAGW,AMAZON FASHION,1.49,631.0
B07MQCFWXY,AMAZON FASHION,1.49,631.0
B084NW6NJC,AMAZON FASHION,1.49,631.0
B07PN5LBBV,AMAZON FASHION,1.49,631.0
B07C356JR4,AMAZON FASHION,1.49,631.0
B07CPYDQ8Y,AMAZON FASHION,1.49,631.0
B0C3BTSG8W,AMAZON FASHION,1.49,631.0
B08C7D6GB3,AMAZON FASHION,1.49,631.0
B07Z8LC1WX,AMAZON FASHION,1.49,631.0
B07Q75C9M8,AMAZON FASHION,1.49,631.0
B0BW8C3XD7,AMAZON FASHION,1.49,631.0
B07S8F49TX,AMAZON FASHION,1.49,631.0
B09FJ2YW88,AMAZON FASHION,1.49,631.0
B07LCDXR6G,AMAZON FASHION,1.49,631.0
B076TGB2QQ,AMAZON FASHION,1.49,631.0
B0B4CFWZKY,AMAZON FASHION,1.49,631.0
B08HR7MMRF,AMAZON FASHION,1.49,631.0
B0921L295H,AMAZON FASHION,1.49,631.0
B08NWDW2HD,AMAZON FASHION,1.49,631.0
B08HR91M53,AMAZON FASHION,1.49,631.0
B094N887YL,AMAZON FASHION,1.49,631.0
B076PBLZ9J,AMAZON FASHION,1.49,631.0
B076NFF8Q3,AMAZON FASHION,1.49,631.0
B09DXKCHSP,AMAZON FASHION,1.49,631.0
B08L3GRQS8,AMAZON FASHION,1.49,631.0
B01BYAAGEY,AMAZON FASHION,1.49,631.0
B07R4K5YTP,AMAZON FASHION,1.49,631.0
B08HQ96F7F,AMAZON FASHION,1.49,631.0
B0C3C42B6F,AMAZON FASHION,1.49,631.0
B015WSDBQE,AMAZON FASHION,1.49,631.0
B00N9HC1IK,AMAZON FASHION,1.49,631.0
B07YVPJHH9,AMAZON FASHION,1.49,631.0
B0842B3P3K,AMAZON FASHION,1.49,631.0
B00PTABOA6,AMAZON FASHION,1.49,631.0
B013YGVDV6,AMAZON FASHION,1.49,631.0
B00MXS55IY,AMAZON FASHION,1.49,631.0
B08KPVYZY9,AMAZON FASHION,1.49,631.0
B08S3G2BZL,AMAZON FASHION,1.49,631.0
B075JSZYHL,AMAZON FASHION,1.49,631.0
B01D9VQC5I,AMAZON FASHION,1.49,631.0
B072FL6T85,AMAZON FASHION,1.49,631.0
B096WDCJ4R,AMAZON FASHION,1.49,631.0
B00IOT5PXQ,AMAZON FASHION,1.49,631.0
B01JFP0DRA,AMAZON FASHION,1.49,631.0
B07GS2NQ1J,AMAZON FASHION,1.49,631.0
B08MX85R2J,AMAZON FASHION,1.49,631.0
B07K6L5FBZ,AMAZON FASHION,1.49,631.0
B00AJU50VK,AMAZON FASHION,1.49,631.0
B08YJKX3B3,AMAZON FASHION,1.49,631.0
B081338VYK,AMAZON FASHION,1.49,631.0
B07YY8TMX2,AMAZON FASHION,1.49,631.0
B0BFXS14HC,AMAZON FASHION,1.49,631.0
B086GC4XXN,AMAZON FASHION,1.49,631.0
B0799JQX81,AMAZON FASHION,1.49,631.0
B00E8IX7JQ,AMAZON FASHION,1.49,631.0
B07KNPFFW8,AMAZON FASHION,1.49,631.0
B077ZBCGC9,AMAZON FASHION,1.49,631.0
B01EK5NPT8,AMAZON FASHION,1.49,631.0
B07C9MD2TS,AMAZON FASHION,1.49,631.0
B00M6QN2X8,AMAZON FASHION,1.49,631.0
B093LM1WBS,AMAZON FASHION,1.49,631.0
B07CJS37HR,AMAZON FASHION,1.49,631.0
B08B8ZRSGP,AMAZON FASHION,1.49,631.0
B07V2GT5BM,AMAZON FASHION,1.49,631.0
B0B82R9DM2,AMAZON FASHION,1.49,631.0
B00M09R0MU,AMAZON FASHION,1.49,631.0
B0C4LX5WH6,AMAZON FASHION,1.49,631.0
B00CR71RGK,AMAZON FASHION,1.49,631.0
B089KP8G6G,AMAZON FASHION,1.49,631.0
B01I1ZGBC6,AMAZON FASHION,1.49,631.0
B00GVLGYVG,AMAZON FASHION,1.49,631.0
B08DRFC6C5,AMAZON FASHION,1.49,631.0
B07RNP31Y9,AMAZON FASHION,1.49,631.0
B015X43VP8,AMAZON FASHION,1.49,631.0
B00SBC7UV6,AMAZON FASHION,1.49,631.0
B0015R9MFG,AMAZON FASHION,1.49,631.0
B09BDDDT7S,AMAZON FASHION,1.49,631.0
B07VQNQ4FL,AMAZON FASHION,1.49,631.0
B07JVBBDXD,AMAZON FASHION,1.49,631.0
B01LXW2FIY,AMAZON FASHION,1.49,631.0
B01EXOBKCK,AMAZON FASHION,1.49,631.0
B078WR2JQ4,AMAZON FASHION,1.49,631.0
B00WIILIJE,AMAZON FASHION,1.49,631.0
B09P7856TS,AMAZON FASHION,1.49,631.0
B00DAHB8UG,AMAZON FASHION,1.49,631.0
B00JQJKOAM,AMAZON FASHION,1.49,631.0
B010L63LWQ,AMAZON FASHION,1.49,631.0
B019CMSOSQ,AMAZON FASHION,1.49,631.0
B07PB68DKM,AMAZON FASHION,1.49,631.0
B01N6409WJ,AMAZON FASHION,1.49,631.0
B00M4PYWIK,AMAZON FASHION,1.49,631.0
B07DKLTZLM,AMAZON FASHION,1.49,631.0
B07537TJ1L,AMAZON FASHION,1.49,631.0
B0948PB6GG,AMAZON FASHION,1.49,631.0
B00U84PDF0,AMAZON FASHION,1.49,631.0
B07ZQJH4ZP,AMAZON FASHION,1.49,631.0
B07FZLKBQB,AMAZON FASHION,1.49,631.0
B000NZSW84,AMAZON FASHION,1.49,631.0
B002OS75NQ,AMAZON FASHION,1.49,631.0
B00O2Q0F08,AMAZON FASHION,1.49,631.0
B00U0OR95A,AMAZON FASHION,1.49,631.0
B074W1CGGM,AMAZON FASHION,1.49,631.0
B005PF85L6,AMAZON FASHION,1.49,631.0
B00NZXME0S,AMAZON FASHION,1.49,631.0
B015COCFHY,AMAZON FASHION,1.49,631.0
B07588CVDM,AMAZON FASHION,1.49,631.0
B00F3MJSMG,AMAZON FASHION,1.49,631.0
B09C3SKH1S,AMAZON FASHION,1.49,631.0
B07P83FTR5,AMAZON FASHION,1.49,631.0
B00FKGYNOS,AMAZON FASHION,1.49,631.0
B09LMJC6NV,AMAZON FASHION,1.49,631.0
B07TS45Z94,AMAZON FASHION,1.49,631.0
B09BC4VBGM,AMAZON FASHION,1.49,631.0
B014P5WVY8,AMAZON FASHION,1.49,631.0
B09T4TSH3Q,AMAZON FASHION,1.49,631.0
B07V6Z9TJ1,AMAZON FASHION,1.49,631.0
B0BC4DGCY6,AMAZON FASHION,1.49,631.0
B0BRMNGG3H,AMAZON FASHION,1.49,631.0
B011S36MI6,AMAZON FASHION,1.49,631.0
B099RPSBBB,AMAZON FASHION,1.49,631.0
B00B8CN1G4,AMAZON FASHION,1.49,631.0
B07MTRX7TW,AMAZON FASHION,1.49,631.0
B087Q5BCTH,AMAZON FASHION,1.49,631.0
B01MRC0D26,AMAZON FASHION,1.49,631.0
B07RYCPQNV,AMAZON FASHION,1.49,631.0
B00FEG488A,AMAZON FASHION,1.49,631.0
B003059USA,AMAZON FASHION,1.49,631.0
B07DNLKW52,AMAZON FASHION,1.49,631.0
B07BC7X9XV,AMAZON FASHION,1.49,631.0
B07HF3GYL6,AMAZON FASHION,1.49,631.0
B06XP43RZL,AMAZON FASHION,1.49,631.0
B00LCG3U94,AMAZON FASHION,1.49,631.0
B07JJWGHPS,AMAZON FASHION,1.49,631.0
B00S5I34EI,AMAZON FASHION,1.49,631.0
B00K3LKPAG,AMAZON FASHION,1.49,631.0
B098B5LFP3,AMAZON FASHION,1.49,631.0
B01DFIDHHQ,AMAZON FASHION,1.49,631.0
B00B12XUHG,AMAZON FASHION,1.49,631.0
B014EYM3HU,AMAZON FASHION,1.49,631.0
B01MQTA3EO,AMAZON FASHION,1.49,631.0
B07BVGCYSM,AMAZON FASHION,1.49,631.0
B087VWYHZQ,AMAZON FASHION,1.49,631.0
B0C58X7KH6,AMAZON FASHION,1.49,631.0
B09KLCVXPJ,AMAZON FASHION,1.49,631.0
B01D58JCRA,AMAZON FASHION,1.49,631.0
B01BE2SZXG,AMAZON FASHION,1.49,631.0
B075HYZ46L,AMAZON FASHION,1.49,631.0
B003YCNVKM,AMAZON FASHION,1.49,631.0
B01N37OQ9Z,AMAZON FASHION,1.49,631.0
B0B8T8PKWV,AMAZON FASHION,1.49,631.0
B005VSEEZS,AMAZON FASHION,1.49,631.0
B0C44Z56HF,AMAZON FASHION,1.49,631.0
B07CLJKFRC,AMAZON FASHION,1.49,631.0
B004I79D3G,AMAZON FASHION,1.49,631.0
B06XHNNSW1,AMAZON FASHION,1.49,631.0
B019G52IOA,AMAZON FASHION,1.49,631.0
B00WDJZ78G,AMAZON FASHION,1.49,631.0
B0172SWE06,AMAZON FASHION,1.49,631.0
B004OPZ3KO,AMAZON FASHION,1.49,631.0
B00NCC7EU2,AMAZON FASHION,1.49,631.0
B00KFKQK4U,AMAZON FASHION,1.49,631.0
B078V9FCYM,AMAZON FASHION,1.49,631.0
B073155BQH,AMAZON FASHION,1.49,631.0
B00WAIPAPU,AMAZON FASHION,1.49,631.0
B00H58O9HK,AMAZON FASHION,1.49,631.0
B01LMQ5L90,AMAZON FASHION,1.49,631.0
B00W48XSBE,AMAZON FASHION,1.49,631.0
B08N67GB2R,AMAZON FASHION,1.49,631.0
B015X3M59M,AMAZON FASHION,1.49,631.0
B08VDN87MN,AMAZON FASHION,1.49,631.0
B00WAK26VE,AMAZON FASHION,1.49,631.0
B01MXSK9F7,AMAZON FASHION,1.49,631.0
B086JWQHX6,AMAZON FASHION,1.49,631.0
B0B3C9HH3B,AMAZON FASHION,1.49,631.0
B075XT7CY7,AMAZON FASHION,1.49,631.0
B0BCBW5HC3,AMAZON FASHION,1.49,631.0
B07V69BW5W,AMAZON FASHION,1.49,631.0
B075SS3M9Y,AMAZON FASHION,1.49,631.0
B00B46JJ1U,AMAZON FASHION,1.49,631.0
B07V6Y5NLX,AMAZON FASHION,1.49,631.0
B099F2ZZ1P,AMAZON FASHION,1.49,631.0
B07RP27C1K,AMAZON FASHION,1.49,631.0
B01EIF6X5S,AMAZON FASHION,1.49,631.0
B08TGKPRG4,AMAZON FASHION,1.49,631.0
B0BPZBSYQ5,AMAZON FASHION,1.49,631.0
B09C6H9J1T,AMAZON FASHION,1.49,631.0
B00RFHZZ1K,AMAZON FASHION,1.49,631.0
B0781VS3TN,AMAZON FASHION,1.49,631.0
B00MXDLR0E,AMAZON FASHION,1.49,631.0
B00JHQJRK2,AMAZON FASHION,1.49,631.0
B003FOP6OS,AMAZON FASHION,1.49,631.0
B00AGSTDXG,AMAZON FASHION,1.49,631.0
B08YDYD19Y,AMAZON FASHION,1.49,631.0
B00JVKD5AW,AMAZON FASHION,1.49,631.0
B011X8Z322,AMAZON FASHION,1.49,631.0
B07RZJ39G2,AMAZON FASHION,1.49,631.0
B00LRKOURQ,AMAZON FASHION,1.49,631.0
B001AMKR8M,AMAZON FASHION,1.49,631.0
B00JS1X38S,AMAZON FASHION,1.49,631.0
B007Z1HX0W,AMAZON FASHION,1.49,631.0
B0016HS20G,AMAZON FASHION,1.49,631.0
B00594ORIS,AMAZON FASHION,1.49,631.0
B0C1GG5K2W,AMAZON FASHION,1.49,631.0
B081GDHVF8,AMAZON FASHION,1.49,631.0
B07CBN3L7M,AMAZON FASHION,1.49,631.0
B0872M1XXX,AMAZON FASHION,1.49,631.0
B08HC1NVFN,AMAZON FASHION,1.49,631.0
B0B3629MG2,AMAZON FASHION,1.49,631.0
B003WJZDQW,AMAZON FASHION,1.49,631.0
B0158XID8O,AMAZON FASHION,1.49,631.0
B08MW2NNKY,AMAZON FASHION,1.49,631.0
B004P3WCAY,AMAZON FASHION,1.49,631.0
B07BVWL2FY,AMAZON FASHION,1.49,631.0
B00WKTBSIC,AMAZON FASHION,1.49,631.0
B01FW8O3N4,AMAZON FASHION,1.49,631.0
B08SHP34M2,AMAZON FASHION,1.49,631.0
B00VY5ELXW,AMAZON FASHION,1.49,631.0
B07CGKW2CG,AMAZON FASHION,1.49,631.0
B09V78T1J4,AMAZON FASHION,1.49,631.0
B0C455JRHL,AMAZON FASHION,1.49,631.0
B01AHJET8W,AMAZON FASHION,1.49,631.0
B07DCMBKS7,AMAZON FASHION,1.49,631.0
B07YXQB51V,AMAZON FASHION,1.49,631.0
B073ZGY9RH,AMAZON FASHION,1.49,631.0
B0BVHDL9LM,AMAZON FASHION,1.49,631.0
B072JVRCL6,AMAZON FASHION,1.49,631.0
B072ZXNMRW,AMAZON FASHION,1.49,631.0
B07GWHH8NT,AMAZON FASHION,1.49,631.0
B00MDNVA60,AMAZON FASHION,1.49,631.0
B0B3JSFVVR,AMAZON FASHION,1.49,631.0
B075TJ2499,AMAZON FASHION,1.49,631.0
B073X72387,AMAZON FASHION,1.49,631.0
B086SC4TRJ,AMAZON FASHION,1.49,631.0
B07WDBZMJB,AMAZON FASHION,1.49,631.0
B00X9DOOUW,AMAZON FASHION,1.49,631.0
B07X1VS3N3,AMAZON FASHION,1.49,631.0
B07WGFJ9MM,AMAZON FASHION,1.49,631.0
B000HJME9Y,AMAZON FASHION,1.49,631.0
B07GVDB1HM,AMAZON FASHION,1.49,631.0
B07W449SM1,AMAZON FASHION,1.49,631.0
B00G9B4AOQ,AMAZON FASHION,1.49,631.0
B0B3FC2HTW,AMAZON FASHION,1.49,631.0
B0091JSUSA,AMAZON FASHION,1.49,631.0
B007PSIOJE,AMAZON FASHION,1.49,631.0
B00RY3HKG8,AMAZON FASHION,1.49,631.0
B083J6Z86S,AMAZON FASHION,1.49,631.0
B08MC3SH7N,AMAZON FASHION,1.49,631.0
B077YXXKWN,AMAZON FASHION,1.49,631.0
B07C98BLB7,AMAZON FASHION,1.49,631.0
B07BWBP983,AMAZON FASHION,1.49,631.0
B00JVZI980,AMAZON FASHION,1.49,631.0
B0921K97HB,AMAZON FASHION,1.49,631.0
B09DP5JN9R,AMAZON FASHION,1.49,631.0
B07THZTP4V,AMAZON FASHION,1.49,631.0
B071W3SGKC,AMAZON FASHION,1.49,631.0
B00L54AWJE,AMAZON FASHION,1.49,631.0
B00TCGJFIQ,AMAZON FASHION,1.49,631.0
B0032ADVEC,AMAZON FASHION,1.49,631.0
B01C7ILHSG,AMAZON FASHION,1.49,631.0
B07BTZH9N3,AMAZON FASHION,1.49,631.0
B07GYQKYRK,AMAZON FASHION,1.49,631.0
B07BHLRX48,AMAZON FASHION,1.49,631.0
B078WX3ZF7,AMAZON FASHION,1.49,631.0
B00GDGWI5K,AMAZON FASHION,1.49,631.0
B0974JDNFD,AMAZON FASHION,1.49,631.0
B017L0GQQS,AMAZON FASHION,1.49,631.0
B00D3S8ZLC,AMAZON FASHION,1.49,631.0
B0B9XFSP5N,AMAZON FASHION,1.49,631.0
B0BQQ2VR2L,AMAZON FASHION,1.49,631.0
B01DHJ4LIM,AMAZON FASHION,1.49,631.0
B07Z5P4ZRN,AMAZON FASHION,1.49,631.0
B000XEX8AW,AMAZON FASHION,1.49,631.0
B08BWK88C9,AMAZON FASHION,1.49,631.0
B086X8N64C,AMAZON FASHION,1.49,631.0
B0BB867FJN,AMAZON FASHION,1.49,631.0
B0096WYFEA,AMAZON FASHION,1.49,631.0
B08VHRH46Z,AMAZON FASHION,1.49,631.0
B08W3LJZ1W,AMAZON FASHION,1.49,631.0
B074KR8D7Y,AMAZON FASHION,1.49,631.0
B0914WZ7NJ,AMAZON FASHION,1.49,631.0
B01N1HVK7S,AMAZON FASHION,1.49,631.0
B0B6ZK89MW,AMAZON FASHION,1.49,631.0
B00E4YKBA2,AMAZON FASHION,1.49,631.0
B07X39ZXVN,AMAZON FASHION,1.49,631.0
B09MTJB8C7,AMAZON FASHION,1.49,631.0
B09J1YPTK7,AMAZON FASHION,1.49,631.0
B000J00XL2,AMAZON FASHION,1.49,631.0
B07YDWCQHR,AMAZON FASHION,1.49,631.0
B07G3PSWGH,AMAZON FASHION,1.49,631.0
B071LR8LDH,AMAZON FASHION,1.49,631.0
B0172SWE3I,AMAZON FASHION,1.49,631.0
B01GHHDJGG,AMAZON FASHION,1.49,631.0
B0106KPE2M,AMAZON FASHION,1.49,631.0
B00SUZAMNW,AMAZON FASHION,1.49,631.0
